"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Y Combinator","Cribspot","660,000","seed","2014-09-21","Details",""
"2","Bizdom","Backstitch","100,000","convertible_note","2013-11-08","Details",""
"3","Bizdom","Chalkfly","750,000","venture","2013-03-19","Details","Exited"
"4","Griffon Ventures","Chalkfly","750,000","venture","2013-03-19","Details","Exited"
"5","Alliance of Angels","Slope","1,000,000","seed","2016-09-12","Details",""
"6","Bizdom","Greenlancer","500,000","venture","2013-07-11","Details",""
"7","Innovation Fund Northeast Ohio","Quixby","25,000","grant","2012-03-23","Details",""
"8","Microsoft Accelerator","Slope","","non_equity_assistance","2015-04-17","Details",""
"9","First Step Fund","Cribspot","660,000","seed","2014-09-21","Details",""
"10","Bizdom","BigRiver","","seed","2012-01-01","Details",""
"11","Huron River Ventures","Cribspot","660,000","seed","2014-09-21","Details",""
"12","Bizdom","TernPro","395,000","seed","2015-05-28","Details",""
"13","K5 Ventures","Mascot Secret","","seed","2013-04-28","Details",""
"14","Start Garden","Greenlancer","500,000","venture","2013-07-11","Details",""
"15","gener8tor","Passage","70,000","seed","2015-02-06","Details",""
"16","Bizdom","SafeCare","25,000","seed","2012-04-19","Details","Dead"
"17","James O.","Quixby","125,000","seed","2011-11-01","Details",""
"18","Bizdom","Oarex","100,000","convertible_note","2014-12-22","Details",""
"19","Bizdom","Big River","","seed","2012-01-01","Details",""
"20","Strauss Zelnick","Slope","395,000","seed","2015-03-31","Details",""
"21","Bizdom","Oarex","25,000","seed","2014-09-05","Details",""
"22","Bizdom","Backstitch","20,000","seed","2012-11-30","Details",""
"23","Detroit Venture Partners","Chalkfly","750,000","venture","2013-03-19","Details","Exited"
"24","Bizdom","Mascot Secret","","seed","2013-04-28","Details",""
"25","Partners Innovation Fund","InStoreFinance","125,000","debt_financing","2012-10-01","Details",""
"26","Bizdom","Guidesmob","125,000","seed","2013-10-23","Details",""
"27","Ludlow Ventures","Chalkfly","750,000","venture","2013-03-19","Details","Exited"
"28","Start Garden","Chalkfly","750,000","venture","2013-03-19","Details","Exited"
"29","Microsoft Accelerator","Slope","395,000","seed","2015-03-31","Details",""
"30","William K.","Quixby","125,000","seed","2011-11-01","Details",""
"31","Start Garden","Birdhouse For Autism","250,000","angel","2014-04-04","Details",""
"32","Marc de La Bruyere","Slope","395,000","seed","2015-03-31","Details",""
"33","Frank Sica","Slope","395,000","seed","2015-03-31","Details",""
"34","Bizdom","InStoreFinance","165,000","seed","2013-06-01","Details",""
"35","Right Side Capital Management","Passage","750,000","venture","2016-05-26","Details",""
"36","Bizdom","Quixby","","seed","2013-04-30","Details",""
"37","Toba Capital","Mascot Secret","510,000","venture","2013-08-07","Details",""
"38","Blue Water Angels","Greenlancer","500,000","venture","2013-07-11","Details",""
"39","Northern Michigan Angels","Greenlancer","500,000","venture","2013-07-11","Details",""
"40","Venture for America","TernPro","395,000","seed","2015-05-28","Details",""
"41","Bizdom","Chalkfly","","seed","2013-10-23","Details","Exited"
"42","Jonathon Triest","Chalkfly","","angel","2012-09-24","Details","Exited"
"43","Right Side Capital Management","Backstitch","100,000","convertible_note","2016-02-26","Details",""
"44","Bizdom","Slope","395,000","seed","2015-03-31","Details",""
"45","Microsoft Accelerator Seattle","Slope","","non_equity_assistance","2015-04-17","Details",""
"46","Second Avenue Partners","Slope","1,000,000","seed","2016-09-12","Details",""
