"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"40","Stage One Capital","Adapt.ly","700,000","seed","2010-10-01","Details",""
"41","DreamIt Ventures","DecisiveHealth","50,000","seed","2015-05-15","Details",""
"42","500 Startups","Tourlandish","1,800,000","seed","2015-04-23","Details",""
"43","Y Combinator","GamePress","120,000","seed","2014-05-01","Details",""
"44","Founder Collective","SeatGeek","1,650,000","venture","2012-08-29","Details",""
"45","Larry Bernstein","pico","55,000","seed","2014-10-03","Details",""
"46","Union Bay Partners","WeDidIt","1,110,000","convertible_note","2014-07-15","Details",""
"47","DreamIt Ventures","NarrativeDx","650,000","seed","2015-06-08","Details",""
"48","Kal Vepuri","SeatGeek","550,000","angel","2010-01-08","Details",""
"49","500 Startups","MindSnacks","1,200,000","seed","2011-03-09","Details",""
"50","Ben Franklin Technology Partners of Southeastern Pennsylvania","Roar","1,750,000","seed","2016-11-10","Details",""
"51","Bradley Foster","pico","85,000","convertible_note","2015-08-31","Details",""
"52","DreamIt Ventures","Protenus","50,000","seed","2014-04-02","Details",""
"53","Waterline Ventures","1DocWay","1,700,000","seed","2015-07-21","Details","Exited"
"54","FinTech Collective","Octane Lending","","venture","2016-04-13","Details",""
"55","Startupbootcamp Israël","pico","20,000","seed","2014-04-01","Details",""
"56","DreamIt Ventures","Slidebean","25,000","seed","2014-05-12","Details",""
"57","Arie Abecassis","SeatGeek","550,000","angel","2010-01-08","Details",""
"58","Penn Medicine","Fitly","50,000","seed","2013-08-09","Details",""
"59","Ben Franklin Technology Partners of Southeastern Pennsylvania","Roar","150,000","seed","2015-06-01","Details",""
"60","Pankaj Jain","Tourlandish","1,800,000","seed","2015-04-23","Details",""
"61","Mitch Blumenfeld","Spling","50,000","angel","2011-02-01","Details",""
"62","DreamIt Ventures","AvhanaHealth","50,000","seed","2014-01-17","Details",""
"63","DreamIt Ventures","Vozeeme","","seed","2010-08-11","Details",""
"64","DreamIt Ventures","Vuzit","25,000","seed","2008-09-01","Details","Exited"
"65","FLOODGATE","NarrativeDx","650,000","seed","2015-06-08","Details",""
"66","DreamIt Ventures","SnackFeed","","seed","2008-09-01","Details",""
"67","DreamIt Ventures","Cheggin","","seed","2014-01-01","Details",""
"68","Anish Monga","SnipSnap","1,000,000","angel","2012-05-11","Details","Exited"
"69","Investor's Circle","ElectNext","1,300,000","seed","2013-04-02","Details",""
"70","Knight Foundation","ElectNext","1,300,000","seed","2013-04-02","Details",""
"71","DreamIt Ventures","SnipSnap","1,000,000","angel","2012-05-11","Details","Exited"
"72","Larry Bernstein","bestimators","","seed","2014-07-01","Details",""
"73","DreamIt Ventures","KidNimble","","seed","2012-08-08","Details",""
"74","SingTel Innov8","igloohome","1,250,000","seed","2015-12-16","Details",""
"75","Entree Capital","Meerkat","300,000","angel","2013-01-01","Details",""
"76","DreamIt Ventures","Respi","50,000","seed","2014-05-14","Details",""
"77","Mousse Partners","SeatGeek","35,000,000","venture","2014-08-28","Details",""
"78","Startl","MindSnacks","1,200,000","seed","2011-03-09","Details",""
"79","MentorTech Ventures","CloudMine","5,000,000","venture","2015-03-03","Details",""
"80","DreamIt Ventures","hoot.me","25,000","seed","2011-05-09","Details",""
"81","Elevar","QuantifiedCare","","non_equity_assistance","2015-11-01","Details",""
"82","DreamIt Ventures","Mimoona","","seed","2013-05-10","Details",""
"83","NYC Seed","SeatGeek","1,000,000","venture","2010-07-21","Details",""
"84","500 Startups","QuantifiedCare","1,120,000","seed","2016-11-07","Details",""
"85","Tencent Holdings","TissueAnalytics","750,000","seed","2015-05-17","Details",""
"86","Ryan Hubbard","TakeTheInterview","1,150,000","seed","2011-09-01","Details",""
"87","Mercury Fund","TrendKite","3,200,000","venture","2014-06-06","Details",""
"88","Jose Cayasso (Caya)","Slidebean","35,000","seed","2013-05-01","Details",""
"89","Ron Gura","Meerkat","300,000","angel","2013-01-01","Details",""
"90","Thomas Lehrman","SeatGeek","550,000","venture","2010-10-13","Details",""
"91","United Talent Agency","Meerkat","14,000,000","venture","2015-03-27","Details",""
"92","GV","SCVNGR","12,000,000","venture","2012-06-07","Details",""
"93","DreamIt Ventures","IndieWalls","","seed","2012-08-08","Details",""
"94","Continental Advisors","SCVNGR","12,000,000","venture","2012-06-07","Details",""
"95","Mark Wachen","SeatGeek","550,000","venture","2010-10-13","Details",""
"96","Mike Dunleavy Jr.","SeatGeek","35,000,000","venture","2014-08-28","Details",""
"97","DreamIt Ventures","TouchBase","","seed","2013-05-10","Details",""
"98","Gigi Weiss","Meerkat","300,000","angel","2013-01-01","Details",""
"99","Jared Leto","Meerkat","14,000,000","venture","2015-03-27","Details",""
"100","Capital Factory","NarrativeDx","650,000","seed","2015-06-08","Details",""
"101","Technology Crossover Ventures (TCV)","SeatGeek","62,000,000","venture","2015-04-02","Details",""
"102","500 Startups","WeDidIt","1,110,000","convertible_note","2014-07-15","Details",""
"103","Stage One Capital","Adapt.ly","2,000,000","venture","2011-04-18","Details",""
"104","TEDCO","Protenus","4,000,000","venture","2016-01-26","Details",""
"105","Arena Ventures","Tourlandish","1,800,000","seed","2015-04-23","Details",""
"106","Prosper Women Entrepreneurs","baloonr","50,000","convertible_note","2016-01-10","Details",""
"107","Highland Capital Partners","SCVNGR","37,000,000","venture","2017-05-17","Details",""
"108","Baltimore Angels","emocha","1,000,000","seed","2017-06-29","Details",""
"109","DreamIt Ventures","Altair Prep","","seed","2012-12-05","Details",""
"110","DreamIt Ventures","AvhanaHealth","750,000","seed","2015-06-30","Details",""
"111","DreamIt Ventures","Tourlandish","1,800,000","seed","2015-04-23","Details",""
"112","Joshua Baer","TrendKite","1,000,000","venture","2013-08-21","Details",""
"113","Glynn Capital Management","SeatGeek","57,000,000","venture","2017-04-18","Details",""
"114","Firstrock Capital","Slidebean","850,000","seed","2017-07-20","Details",""
"115","Select Venture Partners","Miner","2,000,000","convertible_note","2015-09-01","Details",""
"116","NYC Seed","SeatGeek","1,650,000","venture","2012-08-29","Details",""
"117","Knight Foundation","SnipSnap","1,000,000","angel","2012-05-11","Details","Exited"
"118","DreamIt Ventures","HeyKiki","","seed","2013-05-10","Details",""
"119","Aleph","Meerkat","3,000,000","venture","2013-12-01","Details",""
"120","Chad Hurley","Meerkat","14,000,000","venture","2015-03-27","Details",""
"121","Magma Partners","Slidebean","850,000","seed","2017-07-20","Details",""
"122","Highland Capital Partners","SCVNGR","12,000,000","venture","2012-06-07","Details",""
"123","GV","SCVNGR","37,000,000","venture","2017-05-17","Details",""
"124","Lighter Capital","Trendsta","150,000","debt_financing","2015-05-08","Details",""
"125","Stage One Capital","SeatGeek","35,000,000","venture","2014-08-28","Details",""
"126","DreamIt Ventures","Slidebean","250,000","convertible_note","2015-01-15","Details",""
"127","Robin Hood Ventures","CloudMine","5,000,000","venture","2015-03-03","Details",""
"128","Raymond Walheim","TrendKite","1,000,000","venture","2013-08-21","Details",""
"129","Comcast Ventures","Meerkat","52,000,000","venture","2016-12-09","Details",""
"130","Contour Venture Partners","Octane Lending","26,400,000","venture","2016-10-03","Details",""
"131","Berenson & Company","Octane Lending","26,400,000","venture","2016-10-03","Details",""
"132","QueensBridge Venture Partners","SeatGeek","35,000,000","venture","2014-08-28","Details",""
"133","DreamIt Ventures","SeatGeek","20,000","seed","2009-05-22","Details",""
"134","Vaizra Investments","Meerkat","14,000,000","venture","2015-03-27","Details",""
"135","MentorTech Ventures","SnipSnap","1,000,000","angel","2012-05-11","Details","Exited"
"136","BlueJay Syndicate","emocha","1,000,000","seed","2017-06-29","Details",""
"137","Arthur Ventures","Protenus","4,000,000","venture","2016-01-26","Details",""
"138","500 Startups","Slidebean","100,000","seed","2014-11-01","Details",""
"139","Ben Franklin Technology Partners of Southeastern Pennsylvania","Fitly","150,000","seed","2014-03-06","Details",""
"140","Rob Glaser","SeatGeek","35,000,000","venture","2014-08-28","Details",""
"141","Highland Capital Partners","SCVNGR","15,000,000","venture","2011-01-04","Details",""
"142","Rodrigo Carvalho","TrendKite","1,000,000","venture","2013-08-21","Details",""
"143","DreamIt Ventures","eyeQ","","seed","2014-01-10","Details",""
"144","Cabin Creek Partners","WeDidIt","1,110,000","convertible_note","2014-07-15","Details",""
"145","Highland Capital Partners","SCVNGR","4,000,000","venture","2010-01-11","Details",""
"146","500 Startups","BioBots","1,250,000","seed","2015-09-03","Details",""
"147","Founder Collective","SeatGeek","1,000,000","venture","2010-07-21","Details",""
"148","Jason Finger","SeatGeek","62,000,000","venture","2015-04-02","Details",""
"149","Sand Hill Angels","emocha","1,000,000","seed","2017-06-29","Details",""
"150","LionBird","Protenus","4,000,000","venture","2016-01-26","Details",""
"151","Blumberg Capital","Parsely","800,000","venture","2010-12-01","Details",""
"152","Start-Up Chile","Slidebean","35,000","grant","2013-11-18","Details",""
"153","Blueprint Health","DecisiveHealth","20,000","seed","2014-01-01","Details",""
"154","DreamIt Ventures","1DocWay","1,700,000","seed","2015-07-21","Details","Exited"
"155","Arie Abecassis","SeatGeek","550,000","venture","2010-10-13","Details",""
"156","Greylock Partners","Meerkat","52,000,000","venture","2016-12-09","Details",""
"157","DreamIt Ventures","Fiestah","","seed","2014-08-01","Details",""
"158","Knight Foundation","ElectNext","700,000","seed","2014-01-30","Details",""
"159","DreamIt Ventures","wireLawyer","","seed","2013-05-10","Details",""
"160","Meyer Ventures","1DocWay","1,700,000","seed","2015-07-21","Details","Exited"
"161","DreamIt Ventures","Vantageous","","seed","2012-08-08","Details",""
"162","William Lohse","Adapt.ly","700,000","seed","2010-10-01","Details",""
"163","Rittenhouse Ventures","TakeTheInterview","5,000,000","venture","2016-05-23","Details",""
"164","Collaborative Fund","MindSnacks","1,200,000","seed","2011-03-09","Details",""
"165","Jaffray Woodriff","Parsely","5,232,753","venture","2013-08-26","Details",""
"166","Felicis Ventures","MindSnacks","1,200,000","seed","2011-03-09","Details",""
"167","DreamIt Ventures","Seratis","","seed","2013-04-04","Details","Exited"
"168","Valhalla Partners","Adapt.ly","10,500,000","venture","2012-05-09","Details",""
"169","DreamIt Ventures","FastFig","","seed","2013-04-01","Details",""
"170","DreamIt Ventures","BeanStockd","","seed","2008-09-01","Details","Dead"
"171","Capital Innovators","pico","55,000","seed","2014-10-03","Details",""
"172","Roland Zeller","Tripl","300,000","seed","2011-05-20","Details","Dead"
"173","David Hehman","SnipSnap","1,000,000","angel","2012-05-11","Details","Exited"
"174","DreamIt Ventures","CallGrader","25,000","seed","2012-09-01","Details",""
"175","Jose Marin","Tourlandish","1,800,000","seed","2015-04-23","Details",""
"176","DreamIt Ventures","Jobaphiles","","seed","2009-08-01","Details",""
"177","3TS Capital Partners","TakeTheInterview","5,000,000","venture","2016-05-23","Details",""
"178","DreamIt Ventures","LearnBop","25,000","seed","2011-08-15","Details","Exited"
"179","Christine Tsai","Tourlandish","1,800,000","seed","2015-04-23","Details",""
"180","Brainchild Holdings","SeatGeek","20,000","seed","2009-05-22","Details",""
"181","ff Venture Capital","Parsely","5,232,753","venture","2013-08-26","Details",""
"182","AngelList","Tourlandish","1,800,000","seed","2015-04-23","Details",""
"183","Howard Topol","SnipSnap","1,000,000","angel","2012-05-11","Details","Exited"
"184","Independence Blue Cross","Grand Round Table","50,000","seed","2013-04-04","Details",""
"185","Bucknell Venture Plan Competition","Spling","50,000","angel","2011-02-01","Details",""
"186","Ben Franklin Technology Partners of Southeastern Pennsylvania","Grassroots Unwired","100,000","seed","2014-06-18","Details",""
"187","DreamIt Ventures","Bar & Club Stats","","seed","2014-08-01","Details",""
"188","Jon Axelrod","Parsely","800,000","venture","2010-12-01","Details",""
"189","Nat Turner","Adapt.ly","2,000,000","venture","2011-04-18","Details",""
"190","Startupbootcamp HighTechXL","Respi","15,000","seed","2014-10-06","Details",""
"191","DreamIt Ventures","igloohome","1,250,000","seed","2015-12-16","Details",""
"192","DreamIt Ventures","AppNowGo","","seed","2010-08-11","Details",""
"193","Ben Franklin Technology Partners of Southeastern Pennsylvania","TowerView Health","200,000","seed","2015-03-18","Details",""
"194","DreamIt Ventures","Tembo Studio","","seed","2010-08-11","Details",""
"195","Oleg Tscheltzoff","MindSnacks","1,200,000","seed","2011-03-09","Details",""
"196","Peter Mann","SnipSnap","1,000,000","angel","2012-05-11","Details","Exited"
"197","Brooklyn Bridge Ventures","ElectNext","1,300,000","seed","2013-04-02","Details",""
"198","500 Startups","Sqoot","","seed","2012-02-09","Details","Exited"
"199","David Rose","Miner","2,000,000","convertible_note","2015-09-01","Details",""
"200","BioAdvance","BioBots","1,200,000","seed","2015-05-06","Details",""
"201","Ben Franklin Technology Partners of Southeastern Pennsylvania","BioBots","1,250,000","seed","2015-09-03","Details",""
"202","DreamIt Ventures","SuperSolver.com","","seed","2014-08-01","Details",""
"203","Brainchild Holdings","SeatGeek","550,000","angel","2010-01-08","Details",""
"204","Ooga Labs","Meerkat","3,000,000","venture","2013-12-01","Details",""
"205","Baltimore Angels","QuantifiedCare","1,120,000","seed","2016-11-07","Details",""
"206","Aleph","Meerkat","52,000,000","venture","2016-12-09","Details",""
"207","Startupbootcamp","Respi","15,000","seed","2014-10-06","Details",""
"208","Noro-Moseley Partners","TrendKite","16,300,000","venture","2016-11-04","Details",""
"209","Mercury Fund","TrendKite","10,700,000","venture","2015-10-29","Details",""
"210","TCP Venture Capital","emocha","1,000,000","seed","2017-06-29","Details",""
"211","Haystack Partners","SeatGeek","57,000,000","venture","2017-04-18","Details",""
"212","DreamIt Ventures","QuantifiedCare","1,120,000","seed","2016-11-07","Details",""
"213","Private Investors","Brideside","1,500,000","seed","2015-08-01","Details",""
"214","Upstage Ventures","SeatGeek","550,000","angel","2010-01-08","Details",""
"215","Jose Marin","SeatGeek","62,000,000","venture","2015-04-02","Details",""
"216","DreamIt Ventures","Adapt.ly","","seed","2010-08-11","Details",""
"217","Mercury Fund","TrendKite","4,417,202","venture","2015-02-26","Details",""
"218","Accel","SeatGeek","62,000,000","venture","2015-04-02","Details",""
"219","BlueJay Syndicate","emocha","500,000","seed","2015-08-06","Details",""
"220","Edge Harris Ventures","Slidebean","250,000","convertible_note","2015-01-15","Details",""
"221","First Round","Adapt.ly","2,000,000","venture","2011-04-18","Details",""
"222","Larry Bernstein","cnverg","45,000","convertible_note","2015-01-15","Details",""
"223","DreamIt Ventures","WeDidIt","","seed","2013-05-10","Details",""
"224","FundersClub","BioBots","1,250,000","seed","2015-09-03","Details",""
"225","Kapor Capital","emocha","1,000,000","seed","2017-06-29","Details",""
"226","DreamIt Ventures","Grand Round Table","50,000","seed","2013-04-04","Details",""
"227","Transmedia Capital","SCVNGR","12,000,000","venture","2012-06-07","Details",""
"228","Carao Ventures","Slidebean","250,000","convertible_note","2015-01-15","Details",""
"229","Allen Levinson","SeatGeek","550,000","venture","2010-10-13","Details",""
"230","Mid-Atlantic Angel Group","CloudMine","5,000,000","venture","2015-03-03","Details",""
"231","Mercury Fund","TrendKite","1,000,000","venture","2014-09-23","Details",""
"232","Mousse Partners","SeatGeek","57,000,000","venture","2017-04-18","Details",""
"233","Balderton Capital","SCVNGR","15,000,000","venture","2011-01-04","Details",""
"234","Actinic Ventures","Stereotypes","150,000","angel","2013-01-18","Details",""
"235","William Lohse","Adapt.ly","10,500,000","venture","2012-05-09","Details",""
"236","500 Startups","baloonr","150,000","seed","2016-11-18","Details",""
"237","Sequoia Capital","Meerkat","52,000,000","venture","2016-12-09","Details",""
"238","Sean Black","SeatGeek","62,000,000","venture","2015-04-02","Details",""
"239","DreamIt Ventures","baloonr","55,000","angel","2014-09-04","Details",""
"240","Pete Albert","SnipSnap","1,000,000","angel","2012-05-11","Details","Exited"
"241","Camden Partners","Sisu Global Health","500,000","seed","2016-09-07","Details",""
"242","Carao Ventures","Slidebean","35,000","seed","2013-05-01","Details",""
"243","Capital Factory","TrendKite","4,417,202","venture","2015-02-26","Details",""
"244","BlueJay Syndicate","QuantifiedCare","1,120,000","seed","2016-11-07","Details",""
"245","WME","Meerkat","14,000,000","venture","2015-03-27","Details",""
"246","Sean Black","SeatGeek","35,000,000","venture","2014-08-28","Details",""
"247","Slow Ventures","Meerkat","14,000,000","venture","2015-03-27","Details",""
"248","GV","SCVNGR","4,000,000","venture","2010-01-11","Details",""
"249","Technology Crossover Ventures (TCV)","SeatGeek","57,000,000","venture","2017-04-18","Details",""
"250","DreamIt Ventures","TrendKite","4,417,202","venture","2015-02-26","Details",""
"251","Eneko Knorr","Notorious","","seed","2014-01-10","Details",""
"252","BioHealth Innovation","QuantifiedCare","50,000","seed","2014-01-10","Details",""
"253","JP Morgan Chase & Co.","SCVNGR","37,000,000","venture","2017-05-17","Details",""
"254","DreamIt Ventures","BioBots","1,250,000","seed","2015-09-03","Details",""
"255","TEDCO","emocha","100,000","seed","2014-07-23","Details",""
"256","Ben Franklin Technology Partners of Southeastern Pennsylvania","CloudMine","5,000,000","venture","2015-03-03","Details",""
"257","Mercury Fund","TrendKite","16,300,000","venture","2016-11-04","Details",""
"258","Thomas Lehrman","SeatGeek","35,000,000","venture","2014-08-28","Details",""
"259","DreamIt Ventures","QuantifiedCare","50,000","seed","2013-12-17","Details",""
"260","Sean Spector","TrendKite","1,000,000","venture","2013-08-21","Details",""
"261","DreamIt Ventures","Flirq","20,000","seed","2011-09-12","Details",""
"262","Deutsche Telekom Strategic Investments","SCVNGR","12,000,000","venture","2012-06-07","Details",""
"263","Noro-Moseley Partners","TrendKite","10,700,000","venture","2015-10-29","Details",""
"264","Pacific 8 Ventures","QuantifiedCare","1,120,000","seed","2016-11-07","Details",""
"265","Adams Street Partners","TrendKite","16,300,000","venture","2016-11-04","Details",""
"266","Acceleprise","baloonr","50,000","seed","2016-02-26","Details",""
"267","KiwiVenture Partners","QuantifiedCare","1,120,000","seed","2016-11-07","Details",""
"268","DreamIt Ventures","Miner","","seed","2013-05-10","Details",""
"269","Causeway Media Partners","SeatGeek","57,000,000","venture","2017-04-18","Details",""
"270","Right Side Capital Management","baloonr","50,000","seed","2016-02-26","Details",""
"271","DreamIt Ventures","Brideside","1,500,000","seed","2015-08-01","Details",""
"272","Safeguard Scientifics","CloudMine","5,000,000","venture","2015-03-03","Details",""
"273","Causeway Media Partners","SeatGeek","62,000,000","venture","2015-04-02","Details",""
"274","CAA Ventures","Meerkat","14,000,000","venture","2015-03-27","Details",""
"275","DreamIt Ventures","emocha","50,000","seed","2014-01-10","Details",""
"276","Ben Franklin Technology Partners of Southeastern Pennsylvania","BioBots","1,200,000","seed","2015-05-06","Details",""
"277","DreamIt Ventures","KeepRecipes","","seed","2011-08-10","Details",""
"278","DreamIt Ventures","Slidebean","100,000","seed","2014-11-01","Details",""
"279","DreamIt Ventures","Protenus","","seed","2014-01-10","Details",""
"280","DreamIt Ventures","Three Screen Games","","seed","2009-08-15","Details",""
"281","Simon Venture Group","Miner","","seed","2013-05-10","Details",""
"282","Ashton Kutcher","SeatGeek","","undisclosed","2011-02-26","Details",""
"283","MissionOG","CloudMine","1,434,278","debt_financing","2014-01-15","Details",""
"284","43North","WeDidIt","500,000","venture","2016-10-27","Details",""
"285","ACCEL","SeatGeek","57,000,000","venture","2017-04-18","Details",""
"286","Paul Sethi","SeatGeek","","undisclosed","2011-02-26","Details",""
"287","Johns Hopkins University","QuantifiedCare","50,000","seed","2014-01-10","Details",""
"288","CentroCredit Bank","SCVNGR","13,000,000","debt_financing","2017-05-17","Details",""
"289","GV","SCVNGR","15,000,000","venture","2011-01-04","Details",""
"290","Silverton Partners","TrendKite","4,417,202","venture","2015-02-26","Details",""
"291","DreamIt Ventures","Miner","2,000,000","convertible_note","2015-09-01","Details",""
"292","DeSimone Group Investments","CloudMine","5,000,000","venture","2015-03-03","Details",""
"293","Balderton Capital","SCVNGR","12,000,000","venture","2012-06-07","Details",""
"294","Wasson Enterprise","Brideside","2,000,000","seed","2016-08-01","Details",""
"295","Ben Franklin Technology Partners of Southeastern Pennsylvania","BioBots","50,000","seed","2014-11-01","Details",""
"296","DreamIt Ventures","QuantifiedCare","50,000","seed","2014-01-10","Details",""
"297","DreamIt Ventures","CloudMine","5,000,000","venture","2015-03-03","Details",""
"298","TMCx Accelerator","Seratis","","seed","2015-03-09","Details","Exited"
"299","Jumpstart New Jersey Angel Network","emocha","500,000","seed","2015-08-06","Details",""
"300","Fabrice Grinda","SeatGeek","62,000,000","venture","2015-04-02","Details",""
"301","Kevin Colleran","Meerkat","14,000,000","venture","2015-03-27","Details",""
"302","Battery Ventures","TrendKite","10,700,000","venture","2015-10-29","Details",""
"303","Enlaces","Slidebean","850,000","seed","2017-07-20","Details",""
"304","Startupbootcamp","pico","20,000","seed","2014-04-01","Details",""
"305","U.S. Boston Capital","SCVNGR","37,000,000","venture","2017-05-17","Details",""
"306","Battery Ventures","TrendKite","16,300,000","venture","2016-11-04","Details",""
"307","MentorTech Ventures","CloudMine","1,434,278","debt_financing","2014-01-15","Details",""
"308","Silverton Partners","TrendKite","1,000,000","venture","2014-09-23","Details",""
"309","DreamIt Ventures","Parsely","20,000","seed","2009-05-01","Details",""
"310","Carao Ventures","Slidebean","850,000","seed","2017-07-20","Details",""
"311","High Peaks Venture Partners","Tripl","300,000","debt_financing","2012-07-09","Details","Dead"
"312","500 Startups","Cognuse","125,000","seed","2015-12-27","Details",""
"313","Broadway Video Ventures","Meerkat","14,000,000","venture","2015-03-27","Details",""
"314","DreamIt Ventures","secondmic","18,000","seed","2014-01-10","Details",""
"315","Mousse Partners","SeatGeek","62,000,000","venture","2015-04-02","Details",""
"316","DreamIt Ventures","Branch.ly","","seed","2012-08-08","Details",""
"317","Deep Fork Capital","Spling","400,000","seed","2011-12-05","Details",""
"318","TEDCO","AvhanaHealth","750,000","seed","2015-06-30","Details",""
"319","DreamIt Ventures","WineMe","","seed","2012-08-08","Details","Dead"
"320","DreamIt Ventures","Grassroots Unwired","","seed","2011-12-07","Details",""
"321","The New Republic Fund","Parsely","","undisclosed","2015-03-02","Details",""
"322","Jeffrey Greenblatt","Parsely","800,000","venture","2010-12-01","Details",""
"323","Jules Gardner","SnipSnap","1,000,000","angel","2012-05-11","Details","Exited"
"324","DreamIt Ventures","CreatorUp","","seed","2013-08-15","Details",""
"325","DreamIt Ventures","Stat","","seed","2013-04-04","Details",""
"326","Larry Bernstein","bestimators","","seed","2014-10-12","Details",""
"327","Greg Arrese","SnipSnap","1,000,000","angel","2012-05-11","Details","Exited"
"328","DreamIt Ventures","Cognection","25,000","seed","2011-04-01","Details","Dead"
"329","DreamIt Ventures","eyeQ","1,200,000","seed","2015-03-27","Details",""
"330","StarVest Partners","TakeTheInterview","2,200,000","venture","2013-06-25","Details",""
"331","Eniac Ventures","MindSnacks","1,200,000","seed","2011-03-09","Details",""
"332","Jeffrey Greenblatt","Parsely","5,232,753","venture","2013-08-26","Details",""
"333","Great Oaks Venture Capital","AppAddictive","1,200,000","seed","2012-01-19","Details",""
"334","Wonder Ventures","1DocWay","1,700,000","seed","2015-07-21","Details","Exited"
"335","Start-Up Chile","Fiestah","40,000","seed","2014-06-01","Details",""
"336","VilCap Investments","1DocWay","1,700,000","seed","2015-07-21","Details","Exited"
"337","DreamIt Ventures","secondmic","","seed","2014-01-10","Details",""
"338","Simon Venture Group","Miner","2,000,000","convertible_note","2015-09-01","Details",""
"339","Mark Wachen","SeatGeek","550,000","angel","2010-01-08","Details",""
"340","DreamIt Ventures","Pandaly","","seed","2011-08-10","Details",""
"341","Houston Angel Network","eyeQ","1,200,000","seed","2015-03-27","Details",""
"342","David Jeske","MindSnacks","1,200,000","seed","2011-03-09","Details",""
"343","DreamIt Ventures","medlio","250,000","seed","2013-06-01","Details",""
"344","John Ason","Spling","400,000","seed","2011-12-05","Details",""
"345","TEDCO","Protenus","150,000","seed","2015-01-07","Details",""
"346","Allen Levinson","SeatGeek","550,000","angel","2010-01-08","Details",""
"347","DreamIt Ventures","Kidzillions","","seed","2009-08-01","Details",""
"348","DreamIt Ventures","TakeTheInterview","","seed","2011-08-10","Details",""
"349","DreamIt Ventures","SpeSo Health","","seed","2013-04-04","Details",""
"350","Bodley Group","WeDidIt","1,110,000","convertible_note","2014-07-15","Details",""
"351","EuropeanPioneers","pico","175,000","non_equity_assistance","2015-08-13","Details",""
"352","Scott Becker","Parsely","800,000","venture","2010-12-01","Details",""
"353","LionBird","Protenus","3,000,000","venture","2017-07-19","Details",""
"354","Sean McDade","SnipSnap","1,000,000","angel","2012-05-11","Details","Exited"
"355","DreamIt Ventures","pico","55,000","seed","2014-10-03","Details",""
"356","Brainchild Holdings","SeatGeek","550,000","venture","2010-10-13","Details",""
"357","Maneesh Arora","MindSnacks","1,200,000","seed","2011-03-09","Details",""
"358","Dave McClure","Tourlandish","1,800,000","seed","2015-04-23","Details",""
