"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"31","NXTP Labs","Workana","1,100,000","seed","2012-03-01","Details",""
"32","Mola.com","Woowup","200,000","seed","2014-08-01","Details",""
"33","Victor Valle","Guidecentral","1,000,000","seed","2015-04-01","Details","Exited"
"34","Pablo Garfinkel","Workana","1,100,000","seed","2012-03-01","Details",""
"35","Start-Up Chile","Ropit","500,000","venture","2013-01-01","Details",""
"36","TA Venture","WeHostels","1,200,000","seed","2012-03-18","Details","Exited"
"37","500 Startups","Woowup","125,000","seed","2015-11-01","Details",""
"38","NXTP Labs","Properati","25,000","seed","2013-03-01","Details",""
"39","Santiago Schettini","Workana","1,100,000","seed","2012-03-01","Details",""
"40","NXTP Labs","Sinimanes","145,000","seed","2013-03-01","Details","Exited"
"41","Juan Martitegui","Workana","1,100,000","seed","2012-03-01","Details",""
"42","Start-Up Chile","FormaFina","1,400,000","seed","2013-09-23","Details",""
"43","Enzyme Venture Capital","Guidecentral","450,000","angel","2013-04-01","Details","Exited"
"44","500 Startups","FormaFina","2,165,000","seed","2015-06-04","Details",""
"45","MercadoLibre","Ropit","500,000","venture","2013-01-01","Details",""
"46","Bernardo Flood","Guidecentral","450,000","angel","2013-04-01","Details","Exited"
"47","NXTP Labs","Comenta.Tv","100,000","seed","2011-09-01","Details","Exited"
"48","DMGT","Workana","1,100,000","seed","2012-03-01","Details",""
"49","El Paso Advisors","FormaFina","1,400,000","seed","2013-09-23","Details",""
"50","In Hsieh","FormaFina","1,400,000","seed","2013-09-23","Details",""
"51","NXTP Labs","Sinimanes","345,000","seed","2013-10-01","Details","Exited"
"52","NXTP Labs","Citaldoc","25,000","seed","2012-01-08","Details",""
"53","NXTP Labs","Alma Cosmetics","650,000","venture","2014-01-01","Details",""
"54","NXTP Labs","Vontrip","25,000","seed","2013-02-28","Details",""
"55","NXTP Labs","The Fan League","25,000","seed","2013-03-01","Details","Exited"
"56","Torrenegra Labs","WeHostels","1,200,000","seed","2012-03-18","Details","Exited"
"57","Fernando Iervasi","Guidecentral","1,000,000","seed","2015-04-01","Details","Exited"
"58","Kima Ventures","Pixowl","150,000","seed","2012-01-25","Details",""
"59","Highland Capital Partners Europe","Jampp","7,000,000","venture","2015-02-25","Details",""
"60","Jane Smith","Guidecentral","1,000,000","seed","2015-04-01","Details","Exited"
"61","Ennovva","Alma Cosmetics","400,000","venture","2013-01-01","Details",""
"62","NXTP Labs","Loogares","25,000","seed","2012-03-01","Details",""
"63","Finaves S.C.R.","Alma Cosmetics","650,000","venture","2014-01-01","Details",""
"64","500 Startups","Fememinas","","seed","2012-07-31","Details",""
"65","NXTP Labs","Comenta.Tv","249,125","seed","2013-05-01","Details","Exited"
"66","NXTP Labs","Afluenta","775,000","angel","2011-07-01","Details",""
"67","NXTP Labs","OM LATAM","25,000","seed","2012-08-01","Details",""
"68","Gaston Bercun","VU Security","1,000,000","angel","2007-11-28","Details",""
"69","Wayra","Comenta.Tv","350,000","seed","2013-09-01","Details","Exited"
"70","Robert Gober","Guidecentral","1,000,000","seed","2015-04-01","Details","Exited"
"71","NXTP Labs","Dotspin","25,000","seed","2013-03-01","Details",""
"72","Martin Anazco","Jampp","550,000","seed","2012-03-01","Details",""
"73","IG Business Angels","FormaFina","1,400,000","seed","2013-09-23","Details",""
"74","Jose Marin","TiendaNube","300,000","angel","2011-10-01","Details",""
"75","500 Startups","Woowup","200,000","seed","2014-08-01","Details",""
"76","Hans Hickler","FormaFina","1,400,000","seed","2013-09-23","Details",""
"77","ALLVP","FormaFina","2,165,000","seed","2015-06-04","Details",""
"78","Meyer Malka","TiendaNube","300,000","angel","2011-10-01","Details",""
"79","AxVentures-Pymar Fund","Pixowl","1,200,000","seed","2012-09-01","Details",""
"80","500 Startups","Wideo","460,000","seed","2014-07-01","Details",""
"81","Start Capital","FormaFina","1,400,000","seed","2013-09-23","Details",""
"82","Juan Cappello","Workana","1,100,000","seed","2012-03-01","Details",""
"83","Gabriel Rozman","Workana","1,100,000","seed","2012-03-01","Details",""
"84","NXTP Labs","Flipaste","25,000","seed","2012-08-01","Details",""
"85","NXTP Labs","Woowup","200,000","seed","2014-08-01","Details",""
"86","Start-Up Chile","The Social Radio","40,000","seed","2012-02-10","Details",""
"87","SEEK Ltd.","Workana","2,000,000","venture","2016-12-01","Details",""
"88","Telor International","Properati","2,500,000","venture","2016-05-16","Details",""
"89","South Ventures","Wideo","460,000","seed","2014-07-01","Details",""
"90","ZenStone Venture Capital","FormaFina","","seed","2014-11-27","Details",""
"91","Start-Up Chile","Sinimanes","40,000","seed","2012-08-09","Details","Exited"
"92","Alec Oxenford","TiendaNube","300,000","angel","2011-10-01","Details",""
"93","Wences Casares","TiendaNube","300,000","angel","2011-10-01","Details",""
"94","NXTP Labs","FormaFina","125,000","seed","2012-03-01","Details",""
"95","Plug and Play","FormaFina","2,165,000","seed","2015-06-04","Details",""
"96","NXTP Labs","TiendaNube","32,500","seed","2011-09-01","Details",""
"97","Fabrice Grinda","TiendaNube","300,000","angel","2011-10-01","Details",""
"98","NXTP Labs","Trendsetters","25,000","seed","2011-01-01","Details",""
"99","NXTP Labs","Ropit","25,000","seed","2012-03-01","Details",""
"100","SEEK Ltd.","Workana","2,000,000","venture","2015-09-30","Details",""
"101","NXTP Labs","Workana","","seed","2014-11-01","Details",""
"102","NXTP Labs","FormaFina","","seed","2014-02-26","Details",""
"103","South Ventures","Guidecentral","1,000,000","seed","2015-04-01","Details","Exited"
"104","Velum Ventures","FormaFina","2,165,000","seed","2015-06-04","Details",""
"105","Pablo Garfinkel","Workana","2,000,000","venture","2015-09-30","Details",""
"106","Kaszek Ventures","TiendaNube","","venture","2015-10-21","Details",""
"107","Martin Varsavsky","Pixowl","1,200,000","seed","2012-09-01","Details",""
"108","Redpoint eventures","FormaFina","1,400,000","seed","2013-09-23","Details",""
"109","500 Startups","FormaFina","","seed","2014-06-27","Details",""
"110","NXTP Labs","FormaFina","","seed","2014-11-27","Details",""
"111","NXTP Labs","Citaldoc","25,000","seed","2012-09-01","Details",""
"112","Marc Bell Ventures","FormaFina","","seed","2014-06-27","Details",""
"113","NXTP Labs","The Social Radio","25,000","seed","2011-09-01","Details",""
"114","Plug and Play","FormaFina","1,400,000","seed","2013-09-23","Details",""
"115","NXTP Labs","Properati","2,500,000","venture","2016-05-16","Details",""
"116","Marco Giberti","Workana","2,000,000","venture","2015-09-30","Details",""
"117","Marco Giberti","Workana","1,100,000","seed","2012-03-01","Details",""
"118","BoomStartup","FormaFina","","seed","2014-02-26","Details",""
"119","Redpoint eventures","FormaFina","2,165,000","seed","2015-06-04","Details",""
"120","Marcos Galperin","Workana","2,000,000","venture","2015-09-30","Details",""
"121","NXTP Labs","Woowup","25,000","angel","2013-08-01","Details",""
"122","NXTP Labs","Fligoo","75,000","seed","2013-03-01","Details",""
"123","Eigenvalue","Workana","1,100,000","seed","2012-03-01","Details",""
"124","NXTP Labs","Properati","200,000","seed","2013-03-12","Details",""
"125","NEVEQ","Properati","2,000,000","venture","2014-09-01","Details",""
"126","NXTP Labs","Fligoo","359,000","seed","2014-09-20","Details",""
"127","NXTP Labs","TiendaNube","1,000,000","seed","2013-03-01","Details",""
"128","Patricio Jutard","TiendaNube","300,000","angel","2011-10-01","Details",""
"129","500 Startups","FormaFina","1,400,000","seed","2013-09-23","Details",""
"130","Michael Klayko","Fligoo","359,000","seed","2014-09-20","Details",""
"131","Josue Gio","Lastroom","200,000","seed","2013-06-01","Details",""
"132","South Ventures","FormaFina","2,165,000","seed","2015-06-04","Details",""
"133","NEVEQ","Properati","2,500,000","venture","2016-05-16","Details",""
"134","Santiago Schettini","Workana","2,000,000","venture","2015-09-30","Details",""
"135","Gabriel Rozman","Workana","2,000,000","venture","2015-09-30","Details",""
"136","NXTP Labs","Wideo","460,000","seed","2014-07-01","Details",""
"137","NXTP Labs","Ropit","500,000","venture","2013-01-01","Details",""
"138","South Ventures","FormaFina","1,400,000","seed","2013-09-23","Details",""
"139","Velum Ventures","FormaFina","","seed","2014-06-27","Details",""
"140","NXTP Labs","Properati","2,000,000","venture","2014-09-01","Details",""
"141","NXTP Labs","FormaFina","2,165,000","seed","2015-06-04","Details",""
"142","Start-Up Chile","Fligoo","40,000","seed","2014-06-01","Details",""
"143","NXTP Labs","TiendaNube","300,000","angel","2011-10-01","Details",""
"144","Start Capital","Jampp","550,000","seed","2012-03-01","Details",""
"145","Plug & Play Ventures","Pixowl","1,200,000","seed","2012-09-01","Details",""
"146","NXTP Labs","Bungolow","40,000","seed","2011-04-25","Details","Dead"
"147","Giovanni Stella","Guidecentral","450,000","angel","2013-04-01","Details","Exited"
"148","Ron Aris","Citibuddies","45,000","seed","2013-03-01","Details","Dead"
"149","NXTP Labs","Redguru","25,000","seed","2012-08-01","Details",""
"150","Start-Up Chile","Trendsetters","40,000","seed","2011-12-19","Details",""
"151","NXTP Labs","Lastroom","25,000","seed","2012-08-27","Details",""
"152","Escala.vc","Vontrip","75,000","seed","2014-03-01","Details",""
"153","Alejandro Cosentino","Afluenta","775,000","angel","2011-07-01","Details",""
"154","Ennovva","Alma Cosmetics","650,000","venture","2014-01-01","Details",""
"155","NXTP Labs","Bungolow","25,000","seed","2012-03-01","Details","Dead"
"156","500 Startups","Good People","600,000","seed","2012-09-30","Details",""
"157","NXTP Labs","Ideame","100,000","seed","2011-09-01","Details",""
"158","Wayra","Widow","145,970","convertible_note","2013-12-01","Details",""
"159","Start-Up Chile","Comenta.Tv","40,000","seed","2011-11-25","Details","Exited"
"160","Wayra","Widow","145,970","seed","2013-12-01","Details",""
"161","Victor Valle","Guidecentral","450,000","angel","2013-04-01","Details","Exited"
"162","Joshua Chodniewicz","Pixowl","1,200,000","seed","2012-09-01","Details",""
"163","NXTP Labs","RingCaptcha","","seed","2015-01-01","Details",""
"164","NXTP Labs","Alma Cosmetics","100,000","seed","2012-07-03","Details",""
"165","Pablo Aristizabal","Guidecentral","450,000","angel","2013-04-01","Details","Exited"
"166","Giovanni Stella","Guidecentral","1,000,000","seed","2015-04-01","Details","Exited"
"167","Eric Hautemont","Pixowl","1,200,000","seed","2012-09-01","Details",""
"168","NXTP Labs","Citibuddies","25,000","seed","2013-03-01","Details","Dead"
"169","Start-Up Chile","Mercado Transporte","40,000","seed","2011-11-28","Details",""
"170","NXTP Labs","Rock 'n Roll","25,000","seed","2012-08-01","Details",""
"171","Gaston Irigoyen","Guidecentral","50,000","angel","2012-09-01","Details","Exited"
"172","NXTP Labs","RingCaptcha","25,000","seed","2012-03-01","Details",""
"173","Alexis Bonte","Jampp","550,000","seed","2012-03-01","Details",""
"174","NXTP Labs","Guidecentral","50,000","angel","2012-09-01","Details","Exited"
"175","NXTP Labs","Jampp","7,000,000","venture","2015-02-25","Details",""
"176","FounderFuel","Urbita","650,000","seed","2013-01-01","Details","Dead"
"177","Fabrice Grinda","WeHostels","1,200,000","seed","2012-03-18","Details","Exited"
"178","Start-Up Chile","WeHostels","40,000","seed","2011-09-01","Details","Exited"
"179","Start-Up Chile","Ropit","40,000","seed","2013-02-14","Details",""
"180","Enterprise Ireland","Guidecentral","1,000,000","seed","2015-04-01","Details","Exited"
"181","NXTP Labs","Trendsetters","25,000","seed","2011-09-01","Details",""
"182","Ventech","WeHostels","1,200,000","seed","2012-03-18","Details","Exited"
"183","NXTP Labs","FactoryAR","25,000","seed","2012-04-01","Details",""
"184","Start-Up Chile","Bungolow","40,000","seed","2011-04-25","Details","Dead"
"185","500 Startups","Sinimanes","345,000","seed","2013-10-01","Details","Exited"
"186","Plug and Play","FormaFina","","convertible_note","2012-03-31","Details",""
"187","Nazca Ventures","Ropit","500,000","venture","2013-01-01","Details",""
"188","Sygnus Capital","Widow","145,970","convertible_note","2013-12-01","Details",""
"189","Pedralbes Partners","Logan","2,000,000","venture","2016-10-06","Details",""
"190","NXTP Labs","Kwan","25,000","seed","2012-03-01","Details",""
"191","RIM BlackBerry","Rock 'n Roll","","seed","2012-05-01","Details",""
"192","Real Ventures","Urbita","650,000","seed","2013-01-01","Details","Dead"
"193","Mario Vazquez","Guidecentral","450,000","angel","2013-04-01","Details","Exited"
"194","NXTP Labs","DineroTaxo","25,000","seed","2011-01-01","Details",""
"195","NXTP Labs","Urbita","25,000","seed","2012-03-01","Details","Dead"
"196","Elevar Equity","Afluenta","8,000,000","venture","2016-03-17","Details",""
"197","NXTP Labs","Ideame","25,000","seed","2011-01-01","Details",""
"198","NXTP Labs","VU Security","25,000","seed","2013-03-01","Details",""
"199","Robert Gober","Guidecentral","450,000","angel","2013-04-01","Details","Exited"
"200","500 Startups","Vontrip","75,000","seed","2014-03-01","Details",""
"201","Fabrice Grinda","Pixowl","","seed","2011-04-01","Details",""
"202","500 Startups","Pixowl","1,200,000","seed","2012-09-01","Details",""
"203","Diego Meller","Jampp","550,000","seed","2012-03-01","Details",""
"204","Omar Calvo","Alma Cosmetics","100,000","seed","2012-07-03","Details",""
"205","International Finance Corporation","Afluenta","8,000,000","venture","2016-03-17","Details",""
"206","NXTP Labs","Guidecentral","1,000,000","seed","2015-04-01","Details","Exited"
"207","500 Startups","Vontrip","50,000","seed","2013-08-12","Details",""
"208","NXTP Labs","Shoplins","25,000","seed","2012-01-06","Details",""
"209","NXTP Labs","ViFlux","25,000","seed","2012-03-01","Details",""
"210","NXTP Labs","Widow","125,000","seed","2013-03-01","Details",""
"211","Start-Up Chile","Kidbox","40,000","seed","2012-02-15","Details",""
"212","NXTP Labs","Populy Games","25,000","seed","2012-09-01","Details",""
"213","NXTP Labs","Poolami","25,000","seed","2012-08-01","Details","Dead"
"214","NXTP Labs","Good People","600,000","seed","2012-09-30","Details",""
"215","Ary Chame","Guidecentral","1,000,000","seed","2015-04-01","Details","Exited"
"216","NXTP Labs","Groovinads","25,000","seed","2011-08-01","Details",""
"217","NXTP Labs","Fememinas","25,000","seed","2013-03-01","Details",""
