"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","The Alchemist Accelerator","BrightFunnel","6,000,000","venture","2015-12-02","Details",""
"2","Amplify.LA","Invested.in","830,000","seed","2012-11-01","Details",""
"3","StartEngine","Pagewoo","1,200,000","seed","2013-08-13","Details",""
"4","LaunchpadLA","Prevoty","2,427,000","venture","2013-12-17","Details",""
"5","Y Combinator","True Link Financial","3,400,000","seed","2015-01-21","Details",""
"6","LaunchpadLA","Preact","4,600,000","seed","2014-04-18","Details","Exited"
"7","The Alchemist Accelerator","3Ten8","1,670,000","seed","2015-04-15","Details",""
"8","Amplify.LA","Invested.in","880,000","venture","2012-01-19","Details",""
"9","The Alchemist Accelerator","BrightFunnel","2,250,000","seed","2014-10-09","Details",""
"10","LaunchpadLA","Yieldmetrics","1,700,000","seed","2013-01-10","Details",""
"11","Mucker Lab","Walla.by","1,100,000","seed","2012-08-30","Details","Exited"
"12","LaunchpadLA","ChowNow","3,000,000","venture","2013-01-16","Details",""
"13","LaunchpadLA","Preact","7,000,000","venture","2015-06-10","Details","Exited"
"14","Amplify.LA","Bitium","2,400,000","seed","2013-04-17","Details",""
"15","Amplify.LA","Bitium","6,500,000","venture","2014-03-01","Details",""
"16","Y Combinator","True Link Financial","","seed","2013-09-10","Details",""
"17","The Alchemist Accelerator","CirroSecure","1,600,000","seed","2014-05-07","Details","Exited"
