"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Momentum","Varsity News Network","3,700,000","venture","2015-09-03","Details",""
"2","Bizdom","Greenlancer","500,000","venture","2013-07-11","Details",""
"3","Techstars","HAAS Alert","225,000","seed","2015-03-14","Details",""
"4","Momentum","Varsity News Network","3,000,000","venture","2014-02-17","Details",""
"5","Desai Accelerator","Roomations","25,000","angel","2014-10-20","Details",""
"6","AccelFoods","Exo","4,000,000","venture","2016-03-07","Details",""
"7","gener8tor","Scanalytics","1,500,000","seed","2016-03-07","Details",""
"8","Bizdom","Chalkfly","750,000","venture","2013-03-19","Details","Exited"
"9","Bizdom","Birdhouse For Autism","250,000","angel","2014-04-04","Details",""
"10","AccelFoods","Exo","1,200,000","seed","2014-09-23","Details",""
