"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Mucker Lab","Surf Air","3,759,387","venture","2012-06-06","Details",""
"2","RockHealth","Omada Health","4,700,000","venture","2013-03-21","Details",""
"3","Techstars","Placemeter","1,700,000","seed","2013-11-01","Details","Exited"
"4","Y Combinator","AdGrok","470,000","angel","2011-03-07","Details","Exited"
"5","500startups","Neighbor.ly","","venture","2016-08-17","Details",""
"6","RockHealth","Omada Health","800,000","seed","2011-12-21","Details",""
"7","500startups","LaunchBit","960,000","seed","2012-08-06","Details","Exited"
"8","Boost VC","BlockCypher","3,100,000","seed","2015-01-14","Details",""
"9","AngelPad","Kinnek","10,000,000","venture","2014-09-15","Details",""
"10","Y Combinator","E la Carte","35,000,000","venture","2014-09-24","Details",""
