"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","NYC SeedStart","NimbusBase","275,000","seed","2013-07-25","Details",""
"2","NYC SeedStart","UsherBuddy","","seed","2011-09-16","Details",""
"3","DreamIT Ventures","SeatGeek","1,000,000","venture","2010-07-21","Details",""
"4","DreamIT Ventures","SeatGeek","1,650,000","venture","2012-08-29","Details",""
"5","NYC SeedStart","CaseRails","20,000","seed","2013-09-20","Details",""
"6","NYC SeedStart","PartPic","20,000","seed","2014-09-05","Details",""
"7","NYC SeedStart","DataDog","6,200,000","venture","2012-11-21","Details",""
"8","NYC SeedStart","olapic","","seed","2011-09-16","Details","Exited"
"9","NYC SeedStart","DataDog","","seed","2010-07-27","Details",""
"10","NYC SeedStart","Alluring Logic","","seed","2013-07-25","Details","Exited"
"11","500startups","Tout","350,000","seed","2011-05-15","Details","Exited"
"12","Techstars","Contently","9,000,000","venture","2014-01-15","Details",""
"13","NYC SeedStart","Risktail","","seed","2010-07-27","Details",""
"14","NYC SeedStart","guides.ly","","seed","2011-01-01","Details",""
"15","Y Combinator","Amicus","3,200,000","seed","2012-11-13","Details",""
"16","NYC SeedStart","DataDog","15,000,000","venture","2014-02-04","Details",""
"17","DreamIT Ventures","SeatGeek","550,000","venture","2010-10-13","Details",""
"18","Y Combinator","Amicus","580,000","seed","2012-02-01","Details",""
"19","NYC SeedStart","Genjuice","","seed","2011-09-16","Details",""
