"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Y Combinator","URX","","convertible_note","2013-08-31","Details","Exited"
"2","500startups","Cityblis","","seed","2013-10-29","Details",""
"3","Y Combinator","Aisle50","","seed","2011-10-18","Details",""
"4","500startups","click2stream","155,000","convertible_note","2014-07-04","Details",""
"5","500startups","Promolta","","seed","2012-12-20","Details",""
"6","AlphaLab","Bracketz","25,000","seed","2012-02-10","Details",""
"7","500startups","OLSET","600,000","seed","2014-05-16","Details","Exited"
"8","500startups","TouristEye","300,000","seed","2012-11-06","Details","Exited"
"9","Y Combinator","URX","12,000,000","venture","2014-04-28","Details","Exited"
"10","Capital Innovators","Aisle411","6,340,000","venture","2013-09-04","Details",""
"11","Y Combinator","FundersClub","6,500,000","seed","2012-10-19","Details",""
"12","FounderFuel","Second Funnel","","seed","2012-10-01","Details",""
"13","Nxtp.labs","Pixowl","1,200,000","seed","2012-09-01","Details",""
"14","Y Combinator","GetGoing","2,500,000","seed","2012-01-01","Details","Exited"
"15","Y Combinator","GetGoing","","venture","2013-01-28","Details","Exited"
"16","500startups","WhalePath","1,100,000","seed","2014-09-04","Details",""
"17","500startups","OLSET","450,000","seed","2013-12-15","Details","Exited"
"18","Y Combinator","GetGoing","","convertible_note","2014-03-21","Details","Exited"
"19","Y Combinator","Aisle50","2,600,000","venture","2012-01-05","Details",""
"20","FounderFuel","Second Funnel","","convertible_note","2013-10-22","Details",""
"21","AngelPad","SourceNinja","500,000","convertible_note","2012-03-20","Details","Exited"
"22","Y Combinator","Aisle50","2,600,000","venture","2013-08-08","Details",""
"23","Y Combinator","URX","3,100,000","seed","2013-09-01","Details","Exited"
"24","500startups","Vessel","","seed","2013-01-01","Details","Exited"
"25","StartEngine","Enplug","1,200,000","seed","2012-09-21","Details",""
"26","AngelPad","OpenSilo","","seed","2013-06-17","Details",""
