"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"Seedrocket","JolieBox","1,000,000","seed","2011-09-01","Details","Exited"
"2",2,"Techstars","Hull","2,600,000","seed","2017-01-26","Details",""
"3",3,"Techstars","Wynd","7,800,000","venture","2015-10-12","Details",""
"4",4,"Y Combinator","Algolia","53,000,000","venture","2017-06-07","Details",""
"5",5,"Y Combinator","Algolia","18,300,000","venture","2015-05-20","Details",""
"6",6,"Techstars","Keymetrics","2,000,000","seed","2017-02-07","Details",""
"7",7,"Y Combinator","Algolia","1,200,000","seed","2013-10-01","Details",""
"8",1,"Y Combinator","Wit.ai","3,000,000","seed","2014-10-15","Details","Exited
						Dead"
"9",2,"Techstars","Infinit","1,800,000","seed","2014-05-28","Details","Exited"
