"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"500startups","StudySoup","","seed","2014-01-01","Details",NA
"2",2,"Nxtp.labs","FormaFina","","seed","2014-02-26","Details",NA
"3",3,"Y Combinator","TerrAvion","","seed","2015-01-01","Details",NA
"4",4,"Techstars","SickWeather","120,000","seed","2014-03-11","Details",NA
"5",1,"BoomStartup","MashWorx","","seed","2010-09-03","Details","Dead"
"6",2,"BoomStartup","ChampionVillage","","seed","2011-05-05","Details","Dead"
"7",3,"BoomStartup","IActionable","","seed","2010-05-01","Details",""
"8",4,"BoomStartup","icount","15,000","seed","2010-05-01","Details",""
"9",5,"BoomStartup","BlueRoof360","","seed","2012-05-03","Details",""
"10",6,"BoomStartup","Jumbas","","seed","2011-05-05","Details","Dead"
"11",7,"BoomStartup","CityGro","","seed","2012-05-03","Details",""
"12",8,"BoomStartup","FindProz","","seed","2011-05-05","Details",""
"13",9,"BoomStartup","Explorer.io","","seed","2011-05-05","Details",""
"14",10,"BoomStartup","FaceTags","","seed","2011-05-05","Details","Dead"
"15",11,"BoomStartup","TextMeTix","","seed","2012-05-03","Details",""
"16",12,"BoomStartup","XoomPark","","seed","2012-05-03","Details",""
"17",13,"BoomStartup","Referral.IM","","seed","2012-05-03","Details",""
"18",14,"BoomStartup","CircleFive","","seed","2011-05-05","Details",""
"19",15,"BoomStartup","Match Make Inc","","seed","2012-03-03","Details","Exited"
"20",16,"BoomStartup","TaleSpring","","seed","2010-09-03","Details",""
"21",1,"BoomStartup","MashWorx","","seed","2010-09-03","Details","Dead"
"22",2,"Utah Angels","IActionable","","angel","2010-10-01","Details",""
"23",3,"Ralph Yarro","icount","167,500","angel","2011-01-01","Details",""
"24",4,"BoomStartup","ChampionVillage","","seed","2011-05-05","Details","Dead"
"25",5,"BoomStartup","IActionable","","seed","2010-05-01","Details",""
"26",6,"BoomStartup","icount","15,000","seed","2010-05-01","Details",""
"27",7,"BoomStartup","BlueRoof360","","seed","2012-05-03","Details",""
"28",8,"John Richards","icount","167,500","angel","2011-01-01","Details",""
"29",9,"BoomStartup","Jumbas","","seed","2011-05-05","Details","Dead"
"30",10,"BoomStartup","CityGro","","seed","2012-05-03","Details",""
"31",11,"BoomStartup","FindProz","","seed","2011-05-05","Details",""
"32",12,"BoomStartup","Explorer.io","","seed","2011-05-05","Details",""
"33",13,"John Pestana","icount","167,500","angel","2011-01-01","Details",""
"34",14,"BoomStartup","FaceTags","","seed","2011-05-05","Details","Dead"
"35",15,"BoomStartup","TextMeTix","","seed","2012-05-03","Details",""
"36",16,"BoomStartup","XoomPark","","seed","2012-05-03","Details",""
"37",17,"BoomStartup","Referral.IM","","seed","2012-05-03","Details",""
"38",18,"BoomStartup","CircleFive","","seed","2011-05-05","Details",""
"39",19,"Josh James","icount","167,500","angel","2011-01-01","Details",""
"40",20,"Martin Frey","icount","167,500","angel","2011-01-01","Details",""
"41",21,"John Pestana","IActionable","","angel","2010-10-01","Details",""
"42",22,"BoomStartup","Match Make Inc","","seed","2012-03-03","Details","Exited"
"43",23,"Warren Osborn","icount","167,500","angel","2011-01-01","Details",""
"44",24,"Rod Watson","icount","167,500","angel","2011-01-01","Details",""
"45",25,"BoomStartup","TaleSpring","","seed","2010-09-03","Details",""
