"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"LaunchpadLA","ChowNow","3,000,000","venture","2013-01-16","Details",""
"2",2,"The Alchemist Accelerator","Cambrian Genomics","11,228,000","venture","2014-11-20","Details","Dead"
"3",3,"LaunchpadLA","ChowNow","2,463,690","venture","2012-09-28","Details",""
"4",1,"Mucker Lab","Surf Air","7,000,000","venture","2013-06-03","Details",NA
"5",2,"Mucker Lab","Surf Air","8,000,000","venture","2014-08-07","Details",NA
"6",3,"Mucker Lab","Instacanv.as","1,700,000","seed","2012-06-29","Details",NA
