"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"Startmate","Scriptrock","8,727,199","venture","2014-08-14","Details",NA
"2",2,"Startmate","Scriptrock","1,200,000","angel","2012-06-01","Details",NA
"3",1,"Techstars","SendGrid","5,000,000","venture","2010-04-20","Details",NA
