"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"RockHealth","Neurotrack","6,500,000","venture","2016-01-27","Details",NA
"2",2,"Blueprint Health","NexHealth","2,150,000","seed","2016-09-09","Details",NA
"3",1,"DreamIT Ventures","1DocWay","1,700,000","seed","2015-07-21","Details","Exited"
