"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"Flashstarts","Bracketr","25,000","seed","2014-06-15","Details",NA
"2",2,"Flashstarts","BOLD Guidance","450,000","seed","2014-03-17","Details",NA
"3",3,"Flashstarts","Crowdentials","20,000","seed","2013-06-03","Details",NA
"4",4,"Techstars","Remesh","1,075,000","angel","2014-12-10","Details",NA
"5",5,"Flashstarts","Remesh","1,075,000","angel","2014-12-10","Details",NA
"6",6,"Generate Ventures","Remesh","1,075,000","angel","2014-12-10","Details",NA
"7",7,"North Coast Angel Fund","Trailhead CFR now Complion","1,225,661","venture","2015-02-10","Details",NA
"8",8,"Rev1 Ventures","Trailhead CFR now Complion","1,600,000","venture","2016-07-22","Details",NA
"9",9,"Flashstarts","Trailhead CFR now Complion","450,000","seed","2014-03-17","Details",NA
"10",10,"Steve Potash","Remesh","1,075,000","angel","2014-12-10","Details",NA
"11",11,"Flashstarts","AProofed","20,000","seed","2013-06-01","Details",NA
"12",12,"Flashstarts","StemPowerKids","25,000","seed","2014-05-27","Details",NA
"13",13,"Flashstarts","Travel Later","25,000","angel","2014-05-01","Details",NA
"14",14,"Flashstarts","Lufthouse","25,000","seed","2014-05-15","Details",NA
"15",15,"Flashstarts","BOLD Guidance","39,000","angel","2013-06-01","Details",NA
"16",16,"Flashstarts","Class6ix","25,000","seed","2014-06-09","Details",NA
"17",17,"Kent State University, Kent","Remesh","1,075,000","angel","2014-12-10","Details",NA
"18",18,"Rev1 Ventures","Trailhead CFR now Complion","","private_equity","2015-10-02","Details",NA
"19",19,"Mark Corrado","Remesh","1,075,000","angel","2014-12-10","Details",NA
"20",20,"Charles Stack","Remesh","1,075,000","angel","2014-12-10","Details",NA
"21",21,"WorldQuant","Remesh","1,075,000","angel","2014-12-10","Details",NA
"22",22,"Flashstarts","Curiosidy","20,000","seed","2013-06-01","Details",NA
"23",23,"Flashstarts","KnotProfit","25,000","seed","2014-05-01","Details",NA
"24",24,"Flashstarts","Smooth","20,000","seed","2013-06-03","Details",NA
"25",25,"Flashstarts","Vestor","25,000","seed","2014-05-01","Details",NA
"26",26,"Flashstarts","Trailhead CFR now Complion","20,000","angel","2013-06-01","Details",NA
"27",27,"LionBird","Remesh","2,250,000","seed","2017-04-07","Details",NA
"28",28,"Flashstarts","Crowdentials","300,000","seed","2014-03-17","Details",NA
"29",29,"Flashstarts","Mango","25,000","seed","2014-05-21","Details",NA
