"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"Startup Wise Guys","SportID","15,000","seed","2013-02-01","Details",""
"2",2,"Startup Wise Guys","The Takes","40,000","seed","2013-12-16","Details",""
"3",3,"Startup Wise Guys","Camorka","15,000","seed","2013-12-01","Details","Dead"
"4",4,"Techstars","Sorry as a Service","118,000","seed","2015-07-06","Details",""
"5",5,"Startup Wise Guys","Leaf","15,000","convertible_note","2013-12-01","Details",""
"6",6,"Startup Wise Guys","Cloutex","600,000","seed","2014-01-16","Details",""
"7",7,"Startup Wise Guys","Actual Reports","10,000","seed","2013-12-01","Details",""
"8",8,"Startup Wise Guys","Brickflow","20,000","seed","2013-02-01","Details","Dead"
"9",9,"Startup Wise Guys","Rockyourpaper","15,000","seed","2013-12-01","Details",""
"10",10,"Startup Wise Guys","Like a Local Guide","15,000","seed","2012-06-01","Details",""
"11",11,"Startup Wise Guys","Edumoko","15,000","seed","2013-12-01","Details",""
"12",12,"The Alchemist Accelerator","DeltaBid","15,000","seed","2013-02-01","Details",""
"13",13,"Startup Wise Guys","TrainedOn","15,000","seed","2013-10-25","Details",""
"14",14,"Startup Wise Guys","SafeVox","15,000","seed","2013-10-01","Details","Dead"
"15",15,"Startup Wise Guys","Pondera","15,000","seed","2012-06-01","Details",""
"16",16,"Startup Wise Guys","BrandieGames","15,000","seed","2013-02-01","Details",""
"17",1,"Startup Wise Guys","SportID","15,000","seed","2013-02-01","Details",""
"18",2,"Startup Wise Guys","The Takes","40,000","seed","2013-12-16","Details",""
"19",3,"Startup Wise Guys","Camorka","15,000","seed","2013-12-01","Details","Dead"
"20",4,"United Partners","Cloutex","600,000","seed","2014-01-16","Details",""
"21",5,"SmartCap AS","Cloutex","600,000","seed","2014-01-16","Details",""
"22",6,"iCatapult","Brickflow","315,000","seed","2014-01-30","Details","Dead"
"23",7,"SanomaVentures","WappZapp","650,000","seed","2013-08-28","Details",""
"24",8,"Steve Pankhurst","Leaf","453,500","seed","2015-08-17","Details",""
"25",9,"Startup Wise Guys","Leaf","15,000","convertible_note","2013-12-01","Details",""
"26",10,"Start-Up Chile","Rockyourpaper","40,000","seed","2012-08-09","Details",""
"27",11,"Startup Wise Guys","Cloutex","600,000","seed","2014-01-16","Details",""
"28",12,"Startup Wise Guys","Actual Reports","10,000","seed","2013-12-01","Details",""
"29",13,"Start-Up Chile","Biletu","40,000","seed","2011-12-16","Details",""
"30",14,"Startup Wise Guys","Brickflow","20,000","seed","2013-02-01","Details","Dead"
"31",15,"Start-Up Chile","The Takes","40,000","seed","2013-12-16","Details",""
"32",16,"Startup Wise Guys","Rockyourpaper","15,000","seed","2013-12-01","Details",""
"33",17,"Potential VC","Leaf","453,500","seed","2015-08-17","Details",""
"34",18,"Startup Wise Guys","Like a Local Guide","15,000","seed","2012-06-01","Details",""
"35",19,"Northstar Ventures","Leaf","453,500","seed","2015-08-17","Details",""
"36",20,"Carao Ventures","Leaf","2,000,000","venture","2016-12-19","Details",""
"37",21,"AngelList","Leaf","453,500","seed","2015-08-17","Details",""
"38",22,"Doug Scott","Leaf","453,500","seed","2015-08-17","Details",""
"39",23,"Startup Wise Guys","Edumoko","15,000","seed","2013-12-01","Details",""
"40",24,"Tiit Paananen","Cloutex","600,000","seed","2014-01-16","Details",""
"41",25,"Startup Wise Guys","TrainedOn","15,000","seed","2013-10-25","Details",""
"42",26,"Startup Wise Guys","SafeVox","15,000","seed","2013-10-01","Details","Dead"
"43",27,"EstBAN","Cloutex","600,000","seed","2014-01-16","Details",""
"44",28,"Imprimatur Capital","SafeVox","50,000","debt_financing","2013-12-20","Details","Dead"
"45",29,"Start-Up Chile","SportID","40,000","seed","2013-08-23","Details",""
"46",30,"Start-Up Chile","Brickflow","40,000","grant","2013-03-11","Details","Dead"
"47",31,"Startup Wise Guys","Pondera","15,000","seed","2012-06-01","Details",""
"48",32,"Startup Wise Guys","BrandieGames","15,000","seed","2013-02-01","Details",""
