"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"500startups","StudySoup","1,700,000","seed","2015-08-26","Details",NA
"2",2,"500startups","Finova Financial","52,500,000","undisclosed","2016-08-10","Details",NA
