"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"Capital Innovators","Kingdom Scene Endeavors","50,000","seed","2013-09-17","Details",""
"2",2,"Capital Innovators","DiningCircle","50,000","seed","2011-09-01","Details",""
"3",3,"Capital Innovators","ViewPoint","","seed","2013-05-10","Details",""
"4",4,"Capital Innovators","Norse","50,000","seed","2011-09-01","Details",""
"5",5,"Capital Innovators","Pixel Press","518,200","seed","2014-03-14","Details",""
"6",6,"Capital Innovators","JBara","","seed","2011-12-11","Details","Dead"
"7",7,"Capital Innovators","Adjudica","50,000","seed","2011-09-01","Details",""
"8",8,"SixThirty","gremln","700,000","angel","2012-12-24","Details",""
"9",9,"DreamIT Ventures","pico","100,000","seed","2017-02-16","Details",""
"10",10,"Capital Innovators","Growth Systems","50,000","angel","2011-09-16","Details",""
"11",11,"Velocity Indiana Accelerator","Collabra","100,000","seed","2016-09-20","Details",""
"12",12,"Capital Innovators","Rovertown","50,000","seed","2013-09-09","Details",""
"13",13,"SixThirty","gremln","","seed","2011-09-01","Details",""
"14",14,"Capital Innovators","Pixel Press","305,000","angel","2013-11-11","Details",""
"15",15,"Capital Innovators","Systematic Revenue","457,500","angel","2012-04-01","Details",""
"16",16,"SixThirty","Pfitr","336,000","seed","2014-08-01","Details",""
"17",17,"SixThirty","gremln","","seed","2011-09-01","Details",""
"18",18,"Prosper Capital Accelerator","HealthyMe","50,000","seed","2013-09-01","Details",""
"19",19,"Capital Innovators","PFITR","336,000","seed","2014-08-01","Details",""
"20",20,"Capital Innovators","Global Yodel","50,000","seed","2014-09-10","Details",""
"21",21,"Capital Innovators","Aisle411","50,000","seed","2012-01-01","Details",""
"22",22,"Capital Innovators","CellARide","250,000","seed","2015-03-25","Details",""
"23",23,"Capital Innovators","Dead Inventory Management System","50,000","seed","2013-01-29","Details",""
"24",24,"Capital Innovators","MedSocket","100,000","seed","2014-11-01","Details",""
"25",25,"Capital Innovators","Bonfyre","50,000","seed","2012-01-01","Details",""
"26",26,"DreamIT Ventures","pico","55,000","seed","2014-10-03","Details",""
"27",27,"Capital Innovators","TrakBill","50,000","seed","2013-01-30","Details",""
"28",28,"Capital Innovators","Symvato","50,000","seed","2013-09-11","Details",""
"29",29,"Capital Innovators","SmartCare Consultants","100,000","seed","2015-07-01","Details",""
