"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"500startups","Workplace Arcade","85,000","angel","2015-03-17","Details",NA
"2",1,"angelcube","c8apps","425,000","seed","2014-08-08","Details",NA
