"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"TLabs","dataweave","20,000","seed","2012-03-25","Details",NA
"2",1,"Times Internet","Bluegape","600,000","seed","2015-08-20","Details",NA
"3",2,"TLabs","dataweave","20,000","seed","2012-03-25","Details",NA
"4",3,"ah! Ventures","Bluegape","600,000","seed","2015-08-20","Details",NA
"5",4,"LetsVenture","Bluegape","250,000","venture","2014-01-08","Details",NA
"6",5,"Rudy Gopalakrishnan","Bluegape","600,000","seed","2015-08-20","Details",NA
"7",6,"Rahul Bhatia","Bluegape","","seed","2013-05-04","Details",NA
"8",7,"Aniket Khera","Bluegape","","seed","2013-05-04","Details",NA
"9",8,"Rudy Gopalakrishnan","Bluegape","200,000","angel","2015-04-03","Details",NA
"10",9,"ah! Ventures","Bluegape","200,000","angel","2015-04-03","Details",NA
