"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"Techstars","The Vetted Net","500,000","seed","2016-11-30","Details",NA
"2",1,"500startups","CultureAlley","100,000","angel","2013-03-01","Details",NA
"3",2,"500startups","CultureAlley","6,500,000","venture","2015-07-03","Details",NA
