"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"Y Combinator","Sourcery","2,500,000","seed","2013-11-30","Details",NA
"2",2,"Y Combinator","Liftignighter","","seed","2015-03-25","Details",NA
"3",3,"The Alchemist Accelerator","Sourcery","2,500,000","seed","2013-11-30","Details",NA
"4",1,"Y Combinator","Abacus","3,500,000","seed","2014-10-29","Details",NA
"5",2,"Y Combinator","Padlet","1,200,000","seed","2015-09-18","Details",NA
"6",3,"Imagine K12","Padlet","1,200,000","seed","2015-09-18","Details",NA
