"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"The Yield Lab","TerViva","","seed","2015-01-20","Details",NA
"2",2,"The Yield Lab","Solapa4","1,200,000","convertible_note","2016-07-19","Details",NA
"3",3,"The Yield Lab","Holganix","100,000","seed","2015-01-20","Details",NA
"4",4,"The Yield Lab","Arvegenix","2,500,000","venture","2015-05-11","Details",NA
"5",5,"The Yield Lab","Arvegenix","2,400,000","venture","2017-03-22","Details",NA
"6",6,"The Yield Lab","APSE","100,000","seed","2015-12-01","Details",NA
"7",7,"The Yield Lab","AGERpoint","50,000","convertible_note","2015-01-26","Details",NA
"8",8,"The Yield Lab","Solapa4","1,200,000","seed","2015-12-30","Details",NA
"9",1,"The Yield Lab","TerViva","","seed","2015-01-20","Details",NA
"10",2,"NXTP Labs","Solapa4","25,000","seed","2014-03-01","Details",NA
"11",3,"The Yield Lab","Solapa4","1,200,000","convertible_note","2016-07-19","Details",NA
"12",4,"Ewing Irrigation & Landscape Supply","Holganix","3,000,000","venture","2017-01-13","Details",NA
"13",5,"Missouri Technology Corporation","Arvegenix","2,500,000","venture","2015-05-11","Details",NA
"14",6,"The Yield Lab","Holganix","100,000","seed","2015-01-20","Details",NA
"15",7,"Michael Roth","Arvegenix","2,400,000","venture","2017-03-22","Details",NA
"16",8,"Cultivation Capital","Arvegenix","2,500,000","venture","2015-05-11","Details",NA
"17",9,"Missouri Technology Corporation","Arvegenix","2,400,000","venture","2017-03-22","Details",NA
"18",10,"BioGenerator","APSE","","seed","2012-01-01","Details",NA
"19",11,"St. Louis Arch Angels","Arvegenix","2,400,000","venture","2017-03-22","Details",NA
"20",12,"St. Louis Arch Angels","Arvegenix","2,500,000","venture","2015-05-11","Details",NA
"21",13,"Prelude Ventures, LLC","Arvegenix","2,500,000","venture","2015-05-11","Details",NA
"22",14,"Ben Franklin Technology Partners of Southeastern Pennsylvania","Holganix","250,000","venture","2011-02-15","Details",NA
"23",15,"Tomás Peña","Solapa4","1,200,000","seed","2015-12-30","Details",NA
"24",16,"SixThirty - FinTech Accelerator","Solapa4","1,200,000","convertible_note","2016-07-19","Details",NA
"25",17,"Evans Properties","TerViva","2,000,000","venture","2015-08-25","Details",NA
"26",18,"BioGenerator","Solapa4","1,200,000","seed","2015-12-30","Details",NA
"27",19,"BioGenerator","APSE","350,000","seed","2015-03-04","Details",NA
"28",20,"Monsanto Growth Ventures","Arvegenix","2,500,000","venture","2015-05-11","Details",NA
"29",21,"The Yield Lab","Arvegenix","2,500,000","venture","2015-05-11","Details",NA
"30",22,"St. Louis County Port Authority","Arvegenix","2,400,000","venture","2017-03-22","Details",NA
"31",23,"The Yield Lab","Arvegenix","2,400,000","venture","2017-03-22","Details",NA
"32",24,"The Yield Lab","APSE","100,000","seed","2015-12-01","Details",NA
"33",25,"Prolog Ventures","Arvegenix","2,500,000","venture","2015-05-11","Details",NA
"34",26,"Cultivation Capital","Arvegenix","2,400,000","venture","2017-03-22","Details",NA
"35",27,"Prelude Ventures, LLC","Arvegenix","2,400,000","venture","2017-03-22","Details",NA
"36",28,"BioGenerator","Arvegenix","2,400,000","venture","2017-03-22","Details",NA
"37",29,"iSELECT FUND","Holganix","3,000,000","venture","2017-01-13","Details",NA
"38",30,"Prolog Ventures","Arvegenix","2,400,000","venture","2017-03-22","Details",NA
"39",31,"Monsanto Growth Ventures","Arvegenix","2,400,000","venture","2017-03-22","Details",NA
"40",32,"The Yield Lab","AGERpoint","50,000","convertible_note","2015-01-26","Details",NA
"41",33,"Syngenta Ventures","Solapa4","1,200,000","convertible_note","2016-07-19","Details",NA
"42",34,"The Yield Lab","Solapa4","1,200,000","seed","2015-12-30","Details",NA
"43",35,"Cultivation Capital","Solapa4","1,200,000","convertible_note","2016-07-19","Details",NA
"44",36,"Black Creek Group","Arvegenix","2,500,000","venture","2015-05-11","Details",NA
"45",37,"BioGenerator","Arvegenix","2,500,000","venture","2015-05-11","Details",NA
"46",38,"Originate Ventures","Holganix","1,024,999","venture","2013-03-05","Details",NA
"47",39,"Helix Fund","Arvegenix","2,500,000","venture","2015-05-11","Details",NA
"48",40,"Ben Franklin Technology Partners of Southeastern Pennsylvania","Holganix","200,000","venture","2012-01-19","Details",NA
"49",41,"Allen Angel Capital Education Program (AACE)","APSE","100,000","seed","2015-12-01","Details",NA
"50",42,"BioGenerator","Solapa4","1,200,000","convertible_note","2016-07-19","Details",NA
"51",43,"Cygnus Capital","Solapa4","1,200,000","seed","2015-12-30","Details",NA
"52",44,"Laura Lukasik","Solapa4","1,200,000","seed","2015-12-30","Details",NA
