"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"Y Combinator","Dr Chrono","2,600,000","debt_financing","2014-04-10","Details",NA
"2",1,"Y Combinator","URX","3,100,000","seed","2013-09-01","Details","Exited"
"3",2,"500startups","LaunchBit","960,000","seed","2012-08-06","Details","Exited"
"4",3,"SixThirty","Upside","1,100,000","venture","2014-07-14","Details","Exited"
