"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"Y Combinator","WePay","7,500,000","venture","2010-08-12","Details",NA
"2",2,"Startmate","Scriptrock","8,727,199","venture","2014-08-14","Details",NA
"3",3,"Y Combinator","Aisle50","2,600,000","venture","2012-01-05","Details",NA
"4",4,"Y Combinator","WePay","10,000,000","venture","2012-05-03","Details",NA
"5",5,"Y Combinator","Aisle50","2,600,000","venture","2013-08-08","Details",NA
"6",6,"Y Combinator","WePay","1,650,000","venture","2009-12-23","Details",NA
"7",1,"Y Combinator","GitLab","20,000,000","venture","2016-09-13","Details",NA
