"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"RockHealth","Moxe Health","5,500,000","venture","2016-10-04","Details",NA
"2",2,"DreamIT Ventures","CloudMine","5,000,000","venture","2015-03-03","Details",NA
"3",3,"500startups","COSY","2,300,000","venture","2017-02-16","Details",NA
