"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"Oxygen Accelerator","Stylect","30,000","seed","2013-10-01","Details",""
"2",2,"Oxygen Accelerator","UpCloo","30,000","seed","2012-10-01","Details",""
"3",3,"Oxygen Accelerator","Carbon Analytics","32,000","seed","2013-11-26","Details",""
"4",4,"Oxygen Accelerator","Dialective","32,500","seed","2013-10-01","Details","Dead"
"5",5,"500startups","Stylect","30,000","seed","2013-10-01","Details",""
"6",6,"Oxygen Accelerator","sedicii","35,000","seed","2013-11-09","Details",""
"7",7,"Oxygen Accelerator","Cherry Bird","18,000","seed","2013-10-01","Details",""
"8",1,"Angels Den","Fliplet","500,000","seed","2015-04-25","Details",""
"9",2,"Heronwood Investments","Cherry Bird","50,000","seed","2012-05-01","Details",""
"10",3,"Oxygen Accelerator","Stylect","30,000","seed","2013-10-01","Details",""
"11",4,"500 Startups","Stylect","125,000","seed","2016-05-16","Details",""
"12",5,"Forward Partners","Stylect","500,000","seed","2014-05-01","Details",""
"13",6,"Ben Wynne-Simmons","Fliplet","500,000","seed","2015-04-25","Details",""
"14",7,"Oxygen Accelerator","UpCloo","30,000","seed","2012-10-01","Details",""
"15",8,"Oxygen Accelerator","Carbon Analytics","32,000","seed","2013-11-26","Details",""
"16",9,"Angels Den","Stylect","25,000","seed","2015-06-01","Details",""
"17",10,"Oxygen Accelerator","Dialective","32,500","seed","2013-10-01","Details","Dead"
"18",11,"Angels Den","Stylect","645,000","seed","2015-12-01","Details",""
"19",12,"Angels Den","Lowdown","103,622","angel","2014-09-01","Details",""
"20",13,"Angels Den","Stylect","100,000","seed","2015-01-01","Details",""
"21",14,"Ascension Ventures Limited","Hobzy","250,000","seed","2013-08-30","Details",""
"22",15,"Angels Den","Lowdown","160,000","angel","2014-01-10","Details",""
"23",16,"Oxygen Accelerator","sedicii","35,000","seed","2013-11-09","Details",""
"24",17,"Oxygen Accelerator","Cherry Bird","18,000","seed","2013-10-01","Details",""
