"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"BoxGroup","numberFire","750,000","seed","2012-01-05","Details","Exited"
"2",2,"Great Oaks Venture Capital","Stray Boots","2,000,000","venture","2012-11-27","Details",""
"3",3,"Entrepreneurs Roundtable Accelerator","Stray Boots","25,000","seed","2012-01-09","Details",""
"4",4,"Correlation Ventures","Stray Boots","2,000,000","venture","2012-11-27","Details",""
"5",5,"1800Flowers","AppyCouple","1,200,000","seed","2012-10-20","Details",""
"6",6,"RRE Ventures","numberFire","750,000","seed","2012-01-05","Details","Exited"
"7",7,"Cowboy Ventures","Centzy","4,300,000","venture","2013-11-21","Details",""
"8",8,"Lightbank","Centzy","800,000","seed","2011-12-28","Details",""
"9",9,"Microsoft Accelerator","buzztable","","seed","2013-05-01","Details","Exited"
"10",10,"Entrepreneurs Roundtable Accelerator","Pictorious!","25,000","seed","2012-01-09","Details",""
"11",11,"Fabrice Grinda","BespokePost","","seed","2012-01-01","Details",""
"12",12,"500 Startups","BespokePost","","seed","2012-01-01","Details",""
"13",13,"XO Group, Inc.","PricingEngine","1,000,000","seed","2013-03-27","Details",""
"14",14,"NYU Innovation Venture Fund","numberFire","750,000","seed","2012-01-05","Details","Exited"
"15",15,"Dave Lerner","numberFire","750,000","seed","2012-01-05","Details","Exited"
"16",16,"ff Venture Capital","AppyCouple","1,200,000","seed","2012-10-20","Details",""
"17",17,"Actinic Ventures","LocalBonus","900,000","seed","2012-08-02","Details","Dead"
"18",18,"David Tisch","numberFire","750,000","seed","2012-01-05","Details","Exited"
"19",19,"Pilot Group","AppyCouple","1,500,000","seed","2013-11-07","Details",""
"20",20,"Entrepreneurs Roundtable Accelerator","WebThriftStore","","seed","2011-01-01","Details",""
"21",21,"Entrepreneurs Roundtable Accelerator","Stylyt","","seed","2012-04-01","Details",""
"22",22,"Matrix Partners","Centzy","4,300,000","venture","2013-11-21","Details",""
"23",23,"Entrepreneurs Roundtable Accelerator","PublicStuff","25,000","seed","2011-06-06","Details","Exited"
"24",24,"Great Oaks Venture Capital","BespokePost","850,000","seed","2013-03-29","Details",""
"25",25,"Entrepreneurs Roundtable Accelerator","LocalBonus","25,000","seed","2012-01-09","Details","Dead"
"26",26,"Charles Smith","numberFire","750,000","seed","2012-01-05","Details","Exited"
"27",27,"Lightbank","Centzy","1,600,000","seed","2013-03-27","Details",""
"28",28,"500 Startups","BespokePost","850,000","seed","2013-03-29","Details",""
"29",29,"Entrepreneurs Roundtable Accelerator","Centzy","25,000","seed","2011-06-06","Details",""
"30",30,"Entrepreneurs Roundtable Accelerator","SiteSimon","25,000","seed","2011-06-06","Details","Dead"
"31",31,"1800Flowers","AppyCouple","1,500,000","seed","2013-11-07","Details",""
"32",32,"FirstMark Capital","PublicStuff","5,000,000","venture","2012-10-09","Details","Exited"
"33",33,"Entrepreneurs Roundtable Accelerator","PricingEngine","25,000","angel","2011-06-06","Details",""
"34",34,"Fabrice Grinda","ParkingPanda","25,000","seed","2011-06-06","Details","Exited"
"35",35,"Entrepreneurs Roundtable Accelerator","numberFire","25,000","seed","2011-06-06","Details","Exited"
"36",36,"Expansion Venture Capital","PricingEngine","200,000","convertible_note","2012-01-01","Details",""
"37",37,"Entrepreneurs Roundtable Accelerator","AppyCouple","25,000","seed","2012-01-09","Details",""
"38",38,"Alain Benzaken","numberFire","750,000","seed","2012-01-05","Details","Exited"
"39",39,"ff Venture Capital","Centzy","1,600,000","seed","2013-03-27","Details",""
"40",40,"Entrepreneurs Roundtable Accelerator","LetGive","","seed","2011-09-23","Details",""
"41",41,"Jason Port","numberFire","750,000","seed","2012-01-05","Details","Exited"
"42",42,"Eric Cantor","numberFire","750,000","seed","2012-01-05","Details","Exited"
"43",43,"Scout Ventures","BespokePost","","seed","2012-01-01","Details",""
"44",44,"Cowboy Ventures","Centzy","1,600,000","seed","2013-03-27","Details",""
"45",45,"ff Venture Capital","Centzy","4,300,000","venture","2013-11-21","Details",""
"46",46,"Founder Collective","Centzy","1,600,000","seed","2013-03-27","Details",""
"47",47,"Scout Ventures","BespokePost","850,000","seed","2013-03-29","Details",""
"48",48,"James Pallotta","numberFire","750,000","seed","2012-01-05","Details","Exited"
"49",49,"ff Venture Capital","Centzy","800,000","seed","2011-12-28","Details",""
"50",50,"Laconia Ventures","PublicStuff","1,527,136","seed","2011-11-14","Details","Exited"
"51",51,"Entrepreneurs Roundtable Accelerator","ParkingPanda","25,000","seed","2011-06-06","Details","Exited"
"52",52,"Entrepreneurs Roundtable Accelerator","buzztable","25,000","seed","2011-06-06","Details","Exited"
"53",53,"Chad Byers","Centzy","1,600,000","seed","2013-03-27","Details",""
"54",54,"ff Venture Capital","AppyCouple","1,500,000","seed","2013-11-07","Details",""
"55",55,"Entrepreneurs Roundtable Accelerator","BespokePost","25,000","seed","2011-06-06","Details",""
"56",56,"Rothenberg Ventures","Centzy","1,600,000","seed","2013-03-27","Details",""
"57",57,"Milestone Venture Partners","Stray Boots","2,000,000","venture","2012-11-27","Details",""
"58",58,"Great Oaks Venture Capital","BespokePost","","seed","2012-01-01","Details",""
"59",59,"Payment Ventures","LocalBonus","900,000","seed","2012-08-02","Details","Dead"
"60",60,"Entrepreneurs Roundtable Accelerator","Wizpert","25,000","seed","2012-01-09","Details",""
"61",61,"Entrepreneurs Roundtable Accelerator","Let'sWombat","25,000","seed","2012-01-09","Details",""
"62",62,"SK Ventures","numberFire","750,000","seed","2012-01-05","Details","Exited"
