"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"Imagine K12","BloomBoard","5,000,000","venture","2013-09-04","Details",NA
"2",1,"Y Combinator","Trade","100,000","grant","2016-05-26","Details",NA
