"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"Highline","Skyscrpr","500,000","seed","2012-12-03","Details",NA
"2",1,"500startups","Instamojo","500,000","seed","2013-05-31","Details",""
"3",2,"Y Combinator","Streem","875,000","seed","2014-04-25","Details","Exited"
