"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"autoXLR8R","Orzata","20,000","seed","2013-04-17","Details",NA
"2",2,"autoXLR8R","Alert/Divert Systems","20,000","seed","2013-04-17","Details",NA
"3",1,"autoXLR8R","Orzata","20,000","seed","2013-04-17","Details",NA
"4",2,"Trimaran Capital Partners","Graphenics","1,600,000","venture","2014-07-21","Details",NA
"5",3,"autoXLR8R","Alert/Divert Systems","20,000","seed","2013-04-17","Details",NA
"6",4,"National Science Foundation","Graphenics","745,000","grant","2013-09-20","Details",NA
