"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"AngelPad","Astrid","1,900,000","seed","2012-04-13","Details","Exited"
"2",2,"500startups","DOZ","1,500,000","seed","2014-09-15","Details",""
"3",1,"Y Combinator","ZenProspect","2,200,000","seed","2016-05-01","Details",NA
"4",2,"NFX","CricketHealth","950,000","convertible_note","2015-06-11","Details",NA
"5",3,"NFX","CricketHealth","2,600,000","seed","2016-01-28","Details",NA
