"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"Mucker Lab","Younity","3,540,000","seed","2013-08-12","Details",NA
"2",1,"Y Combinator","Lanyrd","1,400,000","seed","2011-09-06","Details","Exited"
