"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"Y Combinator","Meadow","2,100,000","seed","2016-04-05","Details",NA
"2",1,"500startups","Baker","1,600,000","seed","2016-08-05","Details",NA
"3",2,"500startups","Baker","3,500,000","venture","2017-03-14","Details",NA
