"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"500startups","StreetHawk","800,000","seed","2014-07-01","Details",NA
"2",1,"Techstars","CompleteSet","650,000","seed","2014-12-01","Details",NA
"3",2,"Techstars","CompleteSet","470,000","convertible_note","2016-03-31","Details",NA
"4",3,"Velocity Indiana Accelerator","Complete Set","470,000","convertible_note","2016-03-31","Details",NA
"5",4,"Velocity Indiana Accelerator","Complete Set","650,000","seed","2014-12-01","Details",NA
