"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"Y Combinator","Dropbox","250,000,000","venture","2011-10-18","Details",NA
"2",2,"Y Combinator","Dropbox","1,200,000","seed","2007-09-04","Details",NA
"3",1,"Y Combinator","Five Stars","14,500,000","venture","2012-08-02","Details",""
"4",2,"Techstars","Thinkfuse","520,000","angel","2011-03-24","Details","Exited"
"5",3,"Y Combinator","Opzi","1,000,000","angel","2010-09-01","Details","Dead"
