"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"500startups","Partender","","seed","2014-05-01","Details",""
"2",2,"500startups","Farmeron","","seed","2011-09-29","Details","Exited"
"3",3,"500startups","MoBagel","","seed","2015-08-24","Details",""
"4",4,"500startups","YongoPal","100,000","angel","2010-10-28","Details","Dead"
"5",5,"500startups","ViralGains","2,800,000","seed","2014-07-31","Details",""
"6",6,"500startups","Headout","1,800,000","seed","2015-04-23","Details",""
"7",7,"500startups","InternMatch","400,000","angel","2011-02-01","Details","Exited"
"8",8,"500startups","CoContest","620,000","seed","2015-09-01","Details",""
"9",9,"Y Combinator","Goldbely","3,000,000","seed","2013-09-17","Details",""
"10",10,"500startups","Farmeron","1,609,000","seed","2012-05-10","Details","Exited"
"11",11,"Y Combinator","Habit Labs","250,000","angel","2011-08-14","Details",""
"12",12,"Y Combinator","Goldbely","10,000,000","venture","2017-03-08","Details",""
"13",13,"Seedcamp","FarmerOn","","seed","2011-09-29","Details","Exited"
"14",14,"500startups","InternMatch","1,200,000","venture","2013-01-16","Details","Exited"
"15",15,"500startups","Pick1","1,000,000","seed","2012-09-12","Details",""
"16",16,"Startmate","Sporthold","150,000","seed","2014-01-01","Details",""
"17",17,"DreamIT Ventures","Tourlandish","1,800,000","seed","2015-04-23","Details",""
"18",18,"500startups","Partender","50,000","seed","2013-09-13","Details",""
"19",19,"500startups","Tout","350,000","seed","2011-05-15","Details","Exited"
"20",20,"500startups","Sporthold","150,000","seed","2014-01-01","Details",""
"21",21,"Startmate","Happy Inspector","895,000","seed","2012-07-18","Details",""
"22",22,"Seedcamp","FarmerOn","1,609,000","seed","2012-05-10","Details","Exited"
"23",1,"Techstars","EventVue","440,000","venture","2007-09-01","Details","Dead"
"24",2,"500startups","pinshape","100,000","seed","2014-01-30","Details","Exited"
"25",3,"500startups","binpress","1,000,000","seed","2013-09-30","Details","Exited"
"26",4,"AngelPad","Storefront","7,300,000","venture","2014-04-14","Details",""
"27",5,"500startups","rewardli","100,000","seed","2011-01-15","Details",""
"28",6,"500startups","Bohemian Guitars","100,000","undisclosed","2014-07-29","Details",""
"29",7,"Seedcamp","Erply","2,150,000","venture","2013-05-24","Details",""
"30",8,"Techstars","oneforty","1,980,000","venture","2010-01-11","Details","Exited"
"31",9,"Rockstart Accelerator","Limk","293,000","seed","2014-04-28","Details",""
"32",10,"Techstars","Take Comics","1,200,000","venture","2010-01-04","Details","Exited"
"33",11,"Techstars","Mocavo","1,000,000","venture","2011-09-30","Details",""
"34",12,"Y Combinator","Chirply","1,100,000","seed","2011-04-07","Details",""
"35",13,"500startups","Geekatoo","500,000","seed","2014-01-17","Details","Exited"
"36",14,"Y Combinator","WePay","1,650,000","venture","2009-12-23","Details",""
"37",15,"AngelPad","Pogoseat","750,000","seed","2013-09-01","Details",""
"38",16,"Seedcamp","Rentlord","","seed","2011-09-12","Details",""
"39",17,"AngelPad","RolePoint","5,000,000","seed","2013-01-01","Details",""
"40",18,"Betaspring","Manpacks","500,000","angel","2011-08-01","Details",""
"41",19,"Techstars","Immersive Labs","810,000","debt_financing","2011-09-19","Details",""
"42",20,"500startups","MailLift","50,000","seed","2013-10-07","Details",""
