"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"Techstars","SendGrid","750,000","venture","2009-12-08","Details",NA
"2",1,"Techstars","EventVue","440,000","venture","2007-09-01","Details","Dead"
"3",2,"Techstars","IntenseDebate","500,000","angel","2007-10-01","Details","Exited"
