"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"Y Combinator","BoostedBoards",NA,"seed","2013-07-01","Details",NA
"2",1,"Y Combinator","Reebee","","seed","2013-09-01","Details",NA
"3",2,"Y Combinator","Thalmic Labs (Myo)","1,100,000","seed","2012-12-01","Details",NA
