"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"StartEngine","Enplug","2,500,000","seed","2014-04-17","Details",NA
"2",2,"LaunchpadLA","Triptrotting","1,000,000","venture","2012-03-08","Details",NA
"3",1,"500startups","teliportme","400,000","seed","2012-10-13","Details",NA
