"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"StartupHighway","ManoDaktaras","","seed","2013-01-01","Details",NA
"2",2,"StartupHighway","Dragdis","","seed","2012-01-01","Details",NA
"3",3,"StartupHighway","MoboFree.com","","undisclosed","2013-01-01","Details",NA
"4",4,"StartupHighway","WithEvent","15,000","seed","2012-06-15","Details",NA
"5",5,"StartupHighway","PlaceILive","11,000","seed","2012-01-01","Details",NA
"6",1,"eVentures Africa Fund","MoboFree.com","","undisclosed","2014-02-12","Details",NA
"7",2,"Practica Capital","PlaceILive","200,000","seed","2013-09-01","Details",NA
"8",3,"eVentures Africa Fund","MoboFree.com","","venture","2015-03-25","Details",NA
"9",4,"StartupHighway","ManoDaktaras","","seed","2013-01-01","Details",NA
"10",5,"Practica Capital","Dragdis","200,000","seed","2013-09-01","Details",NA
"11",6,"Million Monkeys","MoboFree.com","","venture","2015-03-25","Details",NA
"12",7,"StartupHighway","Dragdis","","seed","2012-01-01","Details",NA
"13",8,"Practica Capital","ManoDaktaras","200,000","seed","2014-05-01","Details",NA
"14",9,"StartupHighway","MoboFree.com","","undisclosed","2013-01-01","Details",NA
"15",10,"StartupHighway","WithEvent","15,000","seed","2012-06-15","Details",NA
"16",11,"StartupHighway","PlaceILive","11,000","seed","2012-01-01","Details",NA
"17",12,"Practica Capital","PlaceILive","100,000","venture","2015-06-01","Details",NA
