"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"Flashpoint","SwipeLoyalty","95,000","seed","2015-05-10","Details",NA
"2",1,"Flashpoint","SportsCrunch",NA,"angel","2011-09-01","Details",NA
"3",1,"Flashpoint","Ionic Security","2,040,000","venture","2012-05-24","Details",NA
