"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"Techstars","ResolutionTube","1,500,000","seed","2013-12-19","Details",NA
"2",1,"500startups","GiftStarter","260,000","angel","2015-02-01","Details",""
"3",2,"9Mile Labs","GiftStarter","260,000","angel","2015-02-01","Details",""
"4",3,"Techstars","Wire","2,250,000","seed","2013-01-01","Details","Dead"
"5",4,"Techstars","Mobilligy","2,000,000","venture","2015-02-18","Details","Exited"
"6",5,"500startups","InternMatch","4,000,000","venture","2013-06-11","Details","Exited"
"7",6,"Techstars","Bizible","2,200,000","venture","2012-11-26","Details",""
"8",7,"Techstars","Innervate","1,300,000","seed","2015-12-22","Details",""
"9",8,"Techstars","ResolutionTube","1,900,000","seed","2013-12-19","Details",""
"10",9,"Techstars","BuildersCloud","1,100,000","venture","2013-08-08","Details",""
"11",10,"Techstars","FlexMinder","1,200,000","venture","2014-03-25","Details","Exited"
"12",11,"Techstars","MetricStory","1,450,000","seed","2015-12-09","Details",""
"13",12,"Techstars","Bizible","8,000,000","venture","2014-08-26","Details",""
