"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"Y Combinator","Memebox","","venture","2015-12-23","Details",NA
"2",2,"NFX","Airbanq","3,350,000","seed","2016-09-07","Details",NA
"3",3,"Y Combinator","Memebox","11,920,000","venture","2014-07-01","Details",NA
"4",4,"Y Combinator","Memebox","17,500,000","venture","2015-01-30","Details",NA
"5",1,"Entrepreneurs Roundtable Accelerator","Centzy","4,300,000","venture","2013-11-21","Details",NA
"6",2,"Entrepreneurs Roundtable Accelerator","Centzy","1,600,000","seed","2013-03-27","Details",NA
