"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Entrepreneurs Roundtable Accelerator","Stray Boots","2,000,000","venture","2012-11-27","Details",""
"2","Techstars","Distil","21,000,000","venture","2015-06-30","Details",""
"3","Mucker Lab","Laffster","750,000","seed","2012-10-24","Details",""
"4","Techstars","Distil","10,000,000","venture","2014-05-27","Details",""
"5","500startups","visual.ly","8,100,000","venture","2014-01-14","Details","Exited"
"6","Techstars","Sundar","1,300,000","seed","2015-12-15","Details",""
"7","Techstars","Placemeter","1,600,000","venture","2016-06-30","Details","Exited"
"8","RockHealth","LabDoor","4,340,587","venture","2016-07-05","Details",""
"9","500startups","visual.ly","3,300,000","venture","2015-03-05","Details","Exited"
"10","Techstars","Distil","","venture","2013-11-04","Details",""
"11","Y Combinator","Tastemaker","300,000","seed","2013-10-16","Details",""
"12","Techstars","Placemeter","1,700,000","seed","2013-11-01","Details","Exited"
"13","Y Combinator","Labdoor","3,400,000","venture","2016-11-03","Details",""
"14","500startups","Contactually","10,828,807","venture","2015-11-16","Details",""
"15","500startups","Kanler","4,000,000","seed","2016-04-03","Details",""
"16","Y Combinator","Labdoor","4,340,587","venture","2016-07-05","Details",""
"17","RockHealth","LabDoor","3,400,000","venture","2016-11-03","Details",""
"18","Techstars","Sundar","1,500,000","convertible_note","2017-01-10","Details",""
"19","Y Combinator","Revlo","2,000,000","seed","2016-10-17","Details",""
"20","Y Combinator","Tastemaker","1,620,985","seed","2012-10-29","Details",""
"21","AngelPad","Boomtrain","4,000,000","venture","2017-01-05","Details","Exited"
"22","500startups","central.ly","4,000,000","venture","2014-05-16","Details",""
"23","Y Combinator","Tastemaker","1,300,000","venture","2012-10-01","Details",""
