"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","DreamIT Ventures","Grassroots Unwired","600,000","seed","2012-05-31","Details",""
"2","Mucker Lab","Lifecrowd","5,000,000","venture","2012-04-19","Details",""
"3","Y Combinator","Chart.io","3,150,000","venture","2011-10-31","Details",""
"4","Y Combinator","Lumoid","3,000,000","venture","2015-07-01","Details",""
"5","Mucker Lab","Instacanv.as","1,700,000","seed","2012-06-29","Details",""
"6","Betaspring","Splitwise","2,500,000","venture","2016-07-01","Details",""
"7","Techstars","Filament","15,000,000","venture","2017-03-30","Details",""
"8","500startups","Sourceasy","2,655,000","seed","2015-11-24","Details",""
"9","Excelerate Labs","SpotHero","20,000,000","venture","2015-08-19","Details",""
"10","The Alchemist Accelerator","reniac","1,500,000","venture","2015-07-01","Details",""
"11","500startups","Sourceasy","1,330,000","seed","2016-08-31","Details",""
"12","fbFund","Life360","5,500,000","venture","2011-09-01","Details",""
"13","Y Combinator","Verbling","2,700,000","venture","2014-12-12","Details",""
"14","AngelPad","CoverHound","8,181,488","venture","2013-02-08","Details",""
"15","Y Combinator","Suiteness","5,000,000","venture","2016-12-14","Details",""
"16","RockHealth","Mango Health","1,600,000","seed","2012-11-05","Details",""
"17","Y Combinator","SendHub","5,000,000","venture","2014-11-19","Details","Exited"
"18","AngelPad","Paintzen","7,200,000","venture","2015-09-28","Details",""
"19","Y Combinator","SendHub","3,000,000","venture","2013-09-04","Details","Exited"
