"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Startmate","Scriptrock","1,200,000","angel","2012-06-01","Details",""
"2","Techstars","Lystable","1,500,000","seed","2015-05-27","Details",""
"3","Seedcamp","Transferwise","25,000,000","venture","2014-06-09","Details",""
"4","Highline","Granify","9,000,000","venture","2015-05-26","Details",""
"5","Seedcamp","Transferwise","58,000,000","venture","2015-01-25","Details",""
"6","Techstars","Lystable","11,000,000","venture","2016-06-28","Details",""
"7","500startups","ContaAzul","","venture","2013-11-04","Details",""
"8","Startmate","Scriptrock","8,727,199","venture","2014-08-14","Details",""
"9","Y Combinator","Canopy Labs","1,500,000","seed","2012-12-13","Details",""
"10","Axel Springer Plug and Play","Number26","10,000,000","venture","2015-04-16","Details",""
"11","Y Combinator","Jopwell","3,250,000","seed","2016-01-20","Details",""
"12","Highline","ShopLocket","1,000,000","seed","2012-08-01","Details","Exited"
"13","Seedcamp","Transferwise","26,000,000","venture","2016-08-03","Details",""
"14","Techstars","Lystable","10,000,000","venture","2017-03-23","Details",""
"15","Techstars","Lystable","11,000,000","venture","2016-06-28","Details",""
"16","Techstars","IrisVR","1,625,000","seed","2015-07-07","Details",""
"17","Techstars","IrisVR","8,000,000","venture","2016-10-25","Details",""
"18","Techstars","Lystable","10,000,000","venture","2017-03-23","Details",""
"19","500startups","ContaAzul","","venture","2015-02-20","Details",""
"20","Highline","Granify","","undisclosed","2012-08-01","Details",""
"21","DreamIT Ventures","Octane Lending","26,400,000","venture","2016-10-03","Details",""
"22","Seedcamp","Transferwise","6,000,000","venture","2013-05-13","Details",""
