"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Y Combinator","Sourcery","2,500,000","seed","2013-11-30","Details",""
"2","The Alchemist Accelerator","Sourcery","2,500,000","seed","2013-11-30","Details",""
