"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Blue Startups","VRCHIVE","110,000","seed","2014-10-14","Details",""
"2","Boost VC","VRChive","110,000","seed","2014-10-14","Details",""
