"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Y Combinator","Thread","4,000,000","venture","2016-06-01","Details",""
"2","Seedcamp","Patients Know Best","3,500,000","venture","2015-12-02","Details",""
"3","Y Combinator","GoCardless","13,000,000","venture","2016-03-21","Details",""
"4","Y Combinator","GoCardless","7,000,000","venture","2014-01-28","Details",""
"5","DreamIT Ventures","SCVNGR","15,000,000","venture","2011-01-04","Details",""
"6","DreamIT Ventures","SCVNGR","12,000,000","venture","2012-06-07","Details",""
"7","Rockstart Accelerator","3Dhubs","4,500,000","venture","2014-09-02","Details",""
"8","Techstars","SketchFab","7,000,000","venture","2015-06-16","Details",""
"9","500startups","Aircall","2,750,000","seed","2016-01-25","Details",""
"10","Rockstart Accelerator","3Dhubs","","seed","2013-08-27","Details",""
"11","Techstars","SketchFab","2,000,000","seed","2013-12-05","Details",""
"12","Y Combinator","Thread","8,000,000","venture","2015-08-23","Details",""
"13","Le Camping","Sketchfab","7,000,000","venture","2015-06-16","Details",""
"14","Le Camping","Sketchfab","2,000,000","seed","2013-12-05","Details",""
"15","Startupbootcamp","Archify","","seed","2012-05-03","Details","Dead"
"16","Seedcamp","Psykosoft","500,000","seed","2012-06-27","Details",""
"17","500startups","Aircall","8,000,000","venture","2016-09-15","Details",""
"18","Techstars","Psykosoft","500,000","seed","2012-06-27","Details",""
