"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Techstars","Rise Robotics (prev. Urban Hero)","1,520,000","seed","2012-08-23","Details",""
"2","Techstars","Owlet","15,000,000","venture","2016-11-03","Details",""
"3","Healthbox","SwipeSense","9,700,000","venture","2015-06-10","Details",""
"4","Techstars","Karma","5,450,000","venture","2015-02-13","Details",""
"5","Y Combinator","MashGin","500,000","seed","2015-06-19","Details",""
"6","Y Combinator","Scentbird","2,800,000","seed","2016-03-30","Details",""
"7","Techstars","Owlet","7,000,000","venture","2015-08-18","Details",""
