"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Y Combinator","SwapBox","2,200,000","seed","2015-05-01","Details",""
"2","Y Combinator","Balanced","","seed","2014-04-01","Details","Dead"
"3","Y Combinator","SpoonRocket","11,000,000","venture","2014-05-15","Details","Exited"
"4","Y Combinator","Pigeonly","1,000,000","seed","2013-09-20","Details",""
"5","Chinaccelerator","OrderWithMe","6,000,000","venture","2013-12-04","Details",""
"6","Mucker Lab","Surf Air","8,000,000","venture","2014-08-07","Details",""
"7","Y Combinator","6sense","16,000,000","venture","2014-05-20","Details",""
"8","500startups","Baker","1,600,000","seed","2016-08-05","Details",""
"9","Y Combinator","SocialCam","","angel","2012-04-30","Details","Exited"
"10","Y Combinator","SwapBox","800,000","seed","2013-12-05","Details",""
"11","500startups","Baker","3,500,000","venture","2017-03-14","Details",""
"12","Y Combinator","PlanGrid","1,100,000","seed","2012-05-29","Details",""
"13","Y Combinator","Indinero","1,200,000","seed","2010-09-10","Details",""
"14","Y Combinator","Balanced","2,000,000","seed","2013-04-03","Details","Dead"
"15","i/o ventures","Appbistro","600,000","angel","2010-08-13","Details","Exited"
"16","Mucker Lab","Surf Air","3,759,387","venture","2012-06-06","Details",""
"17","Y Combinator","Priceonomics","1,500,000","seed","2012-05-04","Details",""
"18","Mucker Lab","Surf Air","7,000,000","venture","2013-06-03","Details",""
"19","Y Combinator","SpoonRocket","2,500,000","seed","2013-09-21","Details","Exited"
