"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Techstars","True Facet","1,700,000","seed","2015-02-10","Details",""
"2","Y Combinator","VIVE","2,300,000","seed","2016-02-16","Details",""
"3","Techstars","True Facet","2,700,000","venture","2015-08-22","Details",""
"4","LaunchpadLA","Panna","1,350,000","seed","2013-05-06","Details",""
"5","Y Combinator","YC W15 Stealth - #108","968,000","seed","2014-09-18","Details",""
"6","Y Combinator","WayUp","968,000","seed","2014-09-18","Details",""
"7","Techstars","True Facet","6,000,000","venture","2016-09-20","Details",""
"8","LAUNCH incubator","Red Tricycle","1,500,000","venture","2012-12-09","Details",""
"9","Techstars","Tred","1,700,000","angel","2013-01-15","Details",""
