"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Techstars","Smile Mom","1,349,980,500","seed","2013-07-24","Details",""
"2","SparkLabs","Zoyi","300,000,000","seed","2014-04-25","Details",""
