"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","The Alchemist Accelerator","Pubinno","350,000","angel","2017-03-01","Details",""
"2","500startups","AdEspresso","1,400,000","venture","2016-05-31","Details","Exited"
