"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Y Combinator","GoCardless","3,300,000","venture","2013-04-18","Details",""
"2","Y Combinator","GoCardless","13,000,000","venture","2016-03-21","Details",""
"3","AngelPad","Tray","600,000","angel","2012-11-01","Details",""
"4","Springboard","Birdback","2,400,000","venture","2014-02-06","Details",""
"5","Techstars","Ravelin","3,000,000","venture","2016-10-18","Details",""
"6","Techstars","Reach Robotics","","seed","2016-03-03","Details",""
"7","Springboard","Tray","600,000","angel","2012-11-01","Details",""
"8","Y Combinator","GoCardless","7,000,000","venture","2014-01-28","Details",""
"9","Healthbox","HomeTouch","200,000","venture","2017-03-06","Details",""
"10","Healthbox","HomeTouch","400,000","seed","2015-12-22","Details",""
"11","Healthbox","HomeTouch","700,000","venture","2016-07-20","Details",""
"12","Seedcamp","TruckTrack","260,000","seed","2014-05-06","Details",""
"13","Techstars","Reach Robotics","7,500,000","venture","2017-07-17","Details",""
"14","500startups","TruckTrack","260,000","seed","2014-05-06","Details",""
"15","Techstars","Ravelin","","seed","2015-03-12","Details",""
"16","Y Combinator","GoCardless","1,500,000","venture","2012-02-07","Details",""
