"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Techstars","IrisVR","8,000,000","venture","2016-10-25","Details",""
"2","Techstars","Mindmate","375,000","convertible_note","2016-12-15","Details",""
