"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Y Combinator","BlockScore","2,000,000","seed","2014-06-25","Details",""
"2","Boost VC","BlockScore","2,000,000","seed","2014-06-25","Details",""
"3","Desai Accelerator","Companion","1,000,000","seed","2017-06-07","Details",""
"4","Y Combinator","Collectly","1,900,000","seed","2017-03-21","Details",""
"5","Y Combinator","Clever","30,000,000","venture","2014-12-16","Details",""
"6","Y Combinator","Five Stars","26,000,000","venture","2014-09-25","Details",""
"7","Y Combinator","Five Stars","14,500,000","venture","2012-08-02","Details",""
"8","Y Combinator","RedCarpetUp","2,500,000","seed","2017-02-28","Details",""
"9","Y Combinator","Comprehend Systems","15,000,000","venture","2017-02-06","Details",""
"10","Y Combinator","Comprehend Systems","21,000,000","venture","2014-08-18","Details",""
"11","Y Combinator","People.ai","7,000,000","venture","2017-05-30","Details",""
"12","Y Combinator","BlockScore","25,000","venture","2013-06-01","Details",""
"13","500startups","Innovaccer","15,600,000","venture","2016-07-13","Details",""
"14","Capital Innovators","JBara","25,000,000","venture","2014-10-10","Details","Dead"
"15","Boost VC","BlockScore","25,000","venture","2013-06-01","Details",""
