"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Y Combinator","ClearTax","2,000,000","seed","2016-05-25","Details",""
"2","Y Combinator","Flexport","22,100,000","venture","2015-08-06","Details",""
"3","AngelPad","Postmates","5,000,000","venture","2013-03-19","Details",""
"4","Y Combinator","BuildZoom","11,000,000","venture","2015-10-14","Details",""
"5","Y Combinator","CarWoo","300,000","seed","2010-01-01","Details","Dead"
"6","Techstars","SendGrid","5,000,000","venture","2010-04-20","Details",""
"7","AngelPad","Postmates","140,000,000","venture","2016-09-16","Details",""
"8","Y Combinator","Flexport","65,000,000","venture","2016-09-26","Details",""
"9","Y Combinator","Frogmetrics","","undisclosed","2008-06-01","Details","Dead"
"10","Y Combinator","Transcriptic","1,200,000","seed","2012-11-28","Details",""
"11","RockHealth","Neurotrack","6,500,000","venture","2016-01-27","Details",""
"12","AngelPad","Postmates","35,000,000","venture","2015-02-20","Details",""
"13","Y Combinator","Stripe","80,000,000","venture","2014-01-22","Details",""
"14","RockHealth","Neurotrack","2,000,000","venture","2013-09-26","Details",""
"15","Y Combinator","Zenefits","500,000,000","venture","2015-05-06","Details",""
"16","SURGE","RunTitle","8,000,000","venture","2015-10-02","Details",""
"17","Mucker Lab","Walla.by","1,100,000","seed","2012-08-30","Details","Exited"
"18","Y Combinator","Notable Labs","","seed","2014-12-01","Details",""
"19","Y Combinator","AirBnb","200,000,000","venture","2013-10-28","Details",""
"20","Y Combinator","Stripe","70,000,000","venture","2014-12-02","Details",""
"21","Y Combinator","PlanGrid","40,000,000","venture","2015-11-18","Details",""
