"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","i/o ventures","Appbistro","600,000","angel","2010-08-13","Details","Exited"
"2","500startups","Spinnakr","1,000,000","seed","2013-06-10","Details",""
"3","The Alchemist Accelerator","Placements","1,100,000","seed","2014-12-01","Details",""
"4","DreamIT Ventures","emocha","1,000,000","seed","2017-06-29","Details",""
"5","AngelPad","Storefront","1,600,000","convertible_note","2013-06-26","Details",""
"6","Boost VC","VRChive","110,000","seed","2014-10-14","Details",""
"7","AlphaLab","NoWait","10,000,000","venture","2014-05-20","Details","Exited"
"8","AlphaLab","NoWait","2,000,000","venture","2012-08-28","Details","Exited"
"9","Boost VC","Hedgy","1,200,000","seed","2015-04-30","Details",""
"10","Blue Startups","VRCHIVE","110,000","seed","2014-10-14","Details",""
"11","Mergelane","TomboyX","2,000,000","seed","2015-02-02","Details",""
"12","AngelPad","Fieldwire","","seed","2014-09-01","Details",""
