"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Orange Fab","phone halo","","seed","2012-08-24","Details",""
"2","Y Combinator","500Friends","","seed","2010-03-23","Details","Exited"
"3","Y Combinator","One Month Rails","1,900,000","seed","2015-06-30","Details",""
