"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","FounderFuel","Sharethebus","5,000,000","venture","2017-04-05","Details",""
"2","Y Combinator","RideCell","11,700,000","venture","2016-04-07","Details",""
"3","Y Combinator","Sharethebus","5,000,000","venture","2017-04-05","Details",""
