"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","AngelPad","iDoneThis","380,000","seed","2011-12-01","Details",""
"2","500startups","Tealet","240,000","undisclosed","2014-02-10","Details",""
"3","Y Combinator","Beep","1,600,000","seed","2014-06-01","Details",""
"4","Techstars","ReportGrid","50,000","undisclosed","2013-03-06","Details","Exited"
"5","Techstars","Freak'n Genius","350,000","seed","2014-07-30","Details",""
"6","Y Combinator","SwapBox","800,000","seed","2013-12-05","Details",""
"7","Techstars","Fashion Project","500,000","undisclosed","2014-03-10","Details",""
"8","Chinaccelerator","OrderWithMe","6,000,000","venture","2013-12-04","Details",""
"9","500startups","primeloop","300,000","seed","2014-01-24","Details","Exited"
"10","The Brandery","Crowdhall","700,000","seed","2013-05-09","Details","Dead"
"11","Blue Startups","Tealet","240,000","undisclosed","2014-02-10","Details",""
"12","Techstars","Litographs","100,000","seed","2014-01-01","Details",""
"13","500startups","Bluefields.com","1,000,000","seed","2013-02-15","Details",""
"14","500startups","primeloop","175,000","undisclosed","2013-06-10","Details","Exited"
"15","Techstars","Freak'n Genius","375,000","seed","2014-01-23","Details",""
"16","500startups","LaunchBit","960,000","seed","2012-08-06","Details","Exited"
"17","Seedcamp","Bluefields","1,000,000","seed","2013-02-15","Details",""
"18","Techstars","Fancred","3,000,000","seed","2014-08-21","Details",""
"19","Techstars","Moveline","3,000,000","venture","2014-04-30","Details",""
"20","Mucker Lab","Surf Air","8,000,000","venture","2014-08-07","Details",""
