"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","Seedcamp","FarmerOn","1,609,000","seed","2012-05-10","Details","Exited"
"2","500startups","Farmeron","1,609,000","seed","2012-05-10","Details","Exited"
