"","Accelerator","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"1","AngelPad","Astronomer","3,500,000","venture","2017-07-11","Details",""
"2","AngelPad","Astronomer","2,500,000","seed","2017-06-28","Details",""
"3","ignite100","Moltin","2,000,000","seed","2016-01-13","Details",""
"4","Y Combinator","Moltin","2,000,000","seed","2016-01-13","Details",""
"5","Portland Incubator Experiment (PIE)","Orchestrate","3,000,000","seed","2013-05-21","Details","Exited"
"6","Seedcamp","CrowdProcess","","angel","2013-08-01","Details",""
